;;;Temps;Profondeur (m);Surconsommation (%);Pression béton (bar);Vitesse d'avancement (m/h);Couple de rotation (bar);Vitesse de rotation (rev/min)
;;;00:06:32;21,34;449,6;1,1;182;223,8;23,0
;;;00:06:32;21,37;449,6;1,1;176;224,2;23,0
;;;00:06:33;21,40;449,6;1,1;220;227,1;22,9
;;;00:06:33;21,42;449,6;1,1;174;227,4;22,9
;;;00:06:34;21,44;449,6;1,1;189;228,2;23,0
;;;00:06:35;21,47;449,6;1,1;144;228,2;22,9
;;;00:06:35;21,49;449,6;1,1;148;228,2;22,9
;;;00:06:36;21,51;449,6;1,1;154;214,7;20,4
;;;00:06:36;21,53;449,6;1,1;182;206,6;19,0
;;;00:06:37;21,55;449,6;1,1;182;206,6;19,0
;;;00:06:37;21,57;449,6;1,1;182;206,6;19,0
;;;00:06:38;21,59;449,6;1,1;164;217,1;20,4
;;;00:06:38;21,61;449,6;1,1;170;220,6;20,9
;;;00:06:39;21,64;449,6;1,1;182;220,6;20,9
;;;00:06:39;21,66;449,6;1,1;164;220,6;20,9
;;;00:06:40;21,68;449,6;1,1;182;223,8;20,9
;;;00:06:40;21,70;449,6;1,1;199;224,9;20,9
;;;00:06:41;21,72;449,6;1,1;182;224,9;21,0
;;;00:06:41;21,74;449,6;1,1;144;224,9;21,0
;;;00:06:42;21,76;449,6;1,1;144;224,9;20,9
;;;00:06:42;21,79;449,6;1,1;155;224,9;20,9
;;;00:06:43;21,81;449,6;1,1;201;224,9;21,0
;;;00:06:43;21,83;449,6;1,1;182;224,9;21,0
;;;00:06:44;21,85;449,6;1,1;176;225,7;20,2
;;;00:06:44;21,87;449,6;1,1;182;226,0;20,0
;;;00:06:45;21,89;449,6;1,1;158;226,0;20,0
;;;00:06:45;21,92;449,6;1,1;176;226,0;19,9
;;;00:06:46;21,94;449,6;1,1;189;226,0;20,0
;;;00:06:46;21,96;449,6;1,1;235;226,0;20,0
;;;00:06:47;21,98;449,6;1,1;205;227,4;19,9
;;;00:06:47;22,01;449,6;1,1;182;228,2;19,9
;;;00:06:48;22,03;449,6;1,1;211;228,2;19,9
;;;00:06:48;22,05;449,6;1,1;189;228,2;19,9
;;;00:06:49;22,07;449,6;1,1;176;228,2;20,0
;;;00:06:49;22,10;449,6;1,1;195;228,2;20,0
;;;00:06:50;22,12;449,6;1,1;207;227,4;20,0
;;;00:06:50;22,14;449,6;1,1;184;227,1;20,0
;;;00:06:51;22,16;449,6;1,1;213;231,8;20,8
;;;00:06:51;22,18;449,6;1,1;202;232,5;21,0
;;;00:06:52;22,21;449,6;1,1;189;232,5;21,0
;;;00:06:52;22,23;449,6;1,1;219;232,5;21,0
;;;00:06:53;22,25;449,6;1,1;181;231,6;21,0
;;;00:06:53;22,27;449,6;1,1;180;231,4;21,0
;;;00:06:54;22,30;449,6;1,1;207;235,5;20,2
;;;00:06:54;22,32;449,6;1,1;182;236,8;19,9
;;;00:06:55;22,34;449,6;1,1;243;235,4;20,6
;;;00:06:55;22,36;449,6;1,1;195;234,6;21,0
;;;00:06:56;22,38;449,6;1,1;182;237,3;21,0
;;;00:06:56;22,40;449,6;1,1;164;239,0;21,0
;;;00:06:57;22,43;449,6;1,1;219;238,3;20,9
;;;00:06:57;22,45;449,6;1,1;195;237,9;20,9
;;;00:06:58;22,47;449,6;1,1;219;237,9;21,0
;;;00:06:58;22,49;449,6;1,1;182;237,9;21,0
;;;00:06:59;22,52;449,6;1,1;207;237,9;20,2
;;;00:06:59;22,54;449,6;1,1;164;237,9;20,0
;;;00:07:00;22,56;449,6;1,1;189;238,7;19,9
;;;00:07:00;22,58;449,6;1,1;201;239,0;19,8
;;;00:07:01;22,61;449,6;1,1;195;240,6;20,7
;;;00:07:01;22,63;449,6;1,1;199;241,1;21,0
;;;00:07:02;22,65;449,6;1,1;152;243,0;20,1
;;;00:07:02;22,67;449,6;1,1;184;243,3;20,0
;;;00:07:03;22,69;449,6;1,1;170;252,7;19,9
;;;00:07:03;22,72;449,6;1,1;187;254,1;19,9
;;;00:07:04;22,74;449,6;1,1;201;260,7;20,0
;;;00:07:04;22,76;449,6;1,1;207;261,6;20,0
;;;00:07:05;22,78;449,6;1,1;201;262,7;19,9
;;;00:07:05;22,81;449,6;1,1;176;262,7;19,9
;;;00:07:06;22,83;449,6;1,1;158;266,0;20,9
;;;00:07:06;22,85;449,6;1,1;243;266,0;20,9
;;;00:07:07;22,87;449,6;1,1;170;263,5;20,2
;;;00:07:07;22,89;449,6;1,1;164;262,7;20,0
;;;00:07:08;22,92;449,6;1,1;207;257,1;20,7
;;;00:07:08;22,94;449,6;1,1;191;256,2;20,9
;;;00:07:09;22,96;449,6;1,1;191;256,2;21,0
;;;00:07:09;22,99;449,6;1,1;189;256,2;21,0
;;;00:07:10;23,01;449,6;1,1;223;256,2;21,0
;;;00:07:10;23,04;449,6;1,1;165;256,2;21,0
;;;00:07:11;23,06;449,6;1,1;174;253,0;19,9
;;;00:07:11;23,08;449,6;1,1;180;253,0;19,9
;;;00:07:12;23,10;449,6;1,1;166;249,8;21,0
;;;00:07:12;23,12;449,6;1,1;140;249,8;21,0
;;;00:07:13;23,15;449,6;1,1;188;251,9;19,9
;;;00:07:13;23,17;449,6;1,1;161;253,0;20,3
;;;00:07:14;23,19;449,6;1,1;189;257,3;22,0
;;;00:07:14;23,21;449,6;1,1;195;257,3;22,0
;;;00:07:15;23,23;449,6;1,1;195;257,3;22,0
;;;00:07:16;23,25;449,6;1,1;182;257,6;21,7
;;;00:07:16;23,28;449,6;1,1;164;258,4;20,9
;;;00:07:17;23,30;449,6;1,1;170;255,2;20,9
;;;00:07:17;23,32;449,6;1,1;182;249,8;21,0
;;;00:07:18;23,34;449,6;1,1;207;257,5;20,2
;;;00:07:18;23,37;449,6;1,1;170;270,3;18,9
;;;00:07:19;23,39;449,6;1,1;176;261,4;19,7
;;;00:07:19;23,41;449,6;1,1;222;246,5;21,0
;;;00:07:20;23,44;449,6;1,1;178;247,0;21,0
;;;00:07:20;23,46;449,6;1,1;155;247,6;21,0
;;;00:07:21;23,48;449,6;1,1;219;246,3;21,0
;;;00:07:21;23,50;449,6;1,1;117;245,4;21,0
;;;00:07:22;23,53;449,6;1,1;170;244,6;21,0
;;;00:07:22;23,55;449,6;1,1;176;244,4;21,0
;;;00:07:23;23,57;449,6;1,1;176;246,5;20,0
;;;00:07:23;23,59;449,6;1,1;140;246,5;20,0
;;;00:07:24;23,61;449,6;1,1;164;245,4;21,0
;;;00:07:24;23,63;449,6;1,1;158;245,2;21,0
;;;00:07:25;23,65;449,6;1,1;157;243,3;20,9
;;;00:07:26;23,68;449,6;1,1;170;245,0;21,0
;;;00:07:26;23,70;449,6;1,1;176;247,6;21,0
;;;00:07:27;23,72;449,6;1,1;189;246,4;20,9
;;;00:07:27;23,75;449,6;1,1;217;245,4;20,9
;;;00:07:28;23,77;449,6;1,1;127;244,6;20,9
;;;00:07:28;23,79;449,6;1,1;140;244,4;21,0
;;;00:07:29;23,81;449,6;1,1;158;248,7;20,0
;;;00:07:29;23,83;449,6;1,1;156;248,4;20,1
;;;00:07:30;23,86;449,6;1,1;161;246,5;21,0
;;;00:07:31;23,88;449,6;1,1;161;247,2;20,9
;;;00:07:31;23,90;449,6;1,1;176;247,6;20,9
;;;00:07:32;23,92;449,6;1,1;140;251,7;20,2
;;;00:07:32;23,94;449,6;1,1;195;253,0;20,0
;;;00:07:33;23,96;449,6;1,1;158;252,2;20,7
;;;00:07:34;23,99;449,6;1,1;130;251,9;20,8
;;;00:07:34;24,01;449,6;1,1;148;251,9;20,0
;;;00:07:35;24,03;449,6;1,1;146;253,1;20,0
;;;00:07:35;24,05;449,6;1,1;136;254,1;20,0
;;;00:07:36;24,07;449,6;1,1;146;264,6;20,0
;;;00:07:37;24,10;449,6;1,1;141;266,3;20,0
;;;00:07:37;24,12;449,6;1,1;151;267,0;19,9
;;;00:07:38;24,14;449,6;1,1;146;269,0;19,9
;;;00:07:38;24,16;449,6;1,1;151;270,3;19,9
;;;00:07:39;24,18;449,6;1,1;146;273,2;20,0
;;;00:07:40;24,20;449,6;1,1;131;275,7;20,0
;;;00:07:40;24,23;449,6;1,1;198;278,9;20,0
;;;00:07:41;24,25;449,6;1,1;195;287,0;19,4
;;;00:07:41;24,27;449,6;1,1;138;291,9;19,0
;;;00:07:42;24,29;449,6;1,1;164;290,5;19,0
;;;00:07:42;24,31;449,6;1,1;170;289,7;18,9
;;;00:07:43;24,33;449,6;1,1;156;289,7;19,0
;;;00:07:43;24,36;449,6;1,1;184;289,5;19,1
;;;00:07:44;24,38;449,6;1,1;175;287,6;20,0
;;;00:07:45;24,40;449,6;1,1;158;282,7;20,0
;;;00:07:45;24,42;449,6;1,1;158;277,8;20,0
;;;00:07:46;24,44;449,6;1,1;157;274,6;20,0
;;;00:07:46;24,46;449,6;1,1;151;271,4;20,0
;;;00:07:47;24,48;449,6;1,1;156;175,3;16,5
;;;00:07:47;24,51;449,6;1,1;134;134,2;15,0
;;;00:07:48;24,53;449,6;1,1;134;124,5;12,0
;;;00:07:49;24,55;449,6;1,1;133;124,5;12,0
;;;00:07:49;24,57;449,6;1,1;151;124,5;12,0
;;;00:07:50;24,59;449,6;1,1;124;123,4;12,0
;;;00:07:51;24,61;449,6;1,1;136;122,8;12,0
;;;00:07:51;24,64;449,6;1,1;124;122,2;12,0
;;;00:07:52;24,66;449,6;1,1;136;121,2;12,0
;;;00:07:53;24,68;449,6;1,1;150;123,0;11,4
;;;00:07:54;24,70;449,6;1,1;121;124,1;11,0
;;;00:07:54;24,73;449,6;1,1;122;123,4;11,0
;;;00:07:55;24,75;449,6;1,1;136;122,4;11,9
;;;00:07:56;24,77;449,6;1,1;128;122,3;12,0
;;;00:07:56;24,79;449,6;1,1;133;122,3;12,0
;;;00:07:57;24,81;449,6;1,1;137;123,4;12,0
;;;00:07:58;24,83;449,6;1,1;124;124,0;12,0
;;;00:07:58;24,85;449,6;1,1;136;124,5;11,9
;;;00:07:59;24,87;449,6;1,1;119;125,6;12,0
;;;00:08:00;24,89;449,6;1,1;137;125,6;12,0
;;;00:08:01;24,91;449,6;1,1;138;125,7;12,0
;;;00:08:01;24,94;449,6;1,1;106;126,6;12,0
;;;00:08:02;24,96;449,6;1,1;124;127,6;12,0
;;;00:08:03;24,98;449,6;1,1;115;127,7;12,0
;;;00:08:03;25,00;449,6;1,1;137;127,7;12,0
;;;00:08:04;25,02;449,6;1,1;137;128,8;11,0
;;;00:08:05;25,04;449,6;1,1;124;129,5;11,6
;;;00:08:06;25,06;449,6;1,1;136;130,0;11,9
;;;00:08:06;25,09;449,6;1,1;142;131,0;11,0
;;;00:08:07;25,11;449,6;1,1;146;131,0;11,5
;;;00:08:08;25,13;449,6;1,1;142;131,0;11,9
;;;00:08:08;25,15;449,6;1,1;151;131,0;12,0
;;;00:08:09;25,17;449,6;1,1;131;131,6;12,0
;;;00:08:10;25,20;449,6;1,1;136;132,0;12,0
;;;00:08:10;25,22;449,6;1,1;100;132,0;12,0
;;;00:08:11;25,24;449,6;1,1;111;131,1;11,1
;;;00:08:12;25,26;449,6;1,1;128;130,4;11,5
;;;00:08:13;25,28;449,6;1,1;100;129,9;12,0
;;;00:08:13;25,30;449,6;1,1;128;129,9;11,9
;;;00:08:14;25,32;449,6;1,1;113;129,9;12,0
;;;00:08:15;25,34;449,6;1,1;118;129,9;12,0
;;;00:08:15;25,36;449,6;1,1;111;129,9;12,0
;;;00:08:16;25,38;449,6;1,1;106;132,0;11,0
;;;00:08:17;25,40;449,6;1,1;112;132,0;11,0
;;;00:08:18;25,42;449,6;1,1;128;132,0;11,0
;;;00:08:19;25,44;449,6;1,1;101;132,0;11,0
;;;00:08:19;25,47;449,6;1,1;93;133,1;11,0
;;;00:08:20;25,49;449,6;1,1;126;134,6;11,0
;;;00:08:21;25,51;449,6;1,1;102;135,3;10,9
;;;00:08:22;25,53;449,6;1,1;109;135,8;11,0
;;;00:08:22;25,55;449,6;1,1;107;138,5;11,0
;;;00:08:23;25,57;449,6;1,1;128;140,7;11,0
;;;00:08:24;25,59;449,6;1,1;102;140,7;11,0
;;;00:08:25;25,61;449,6;1,1;141;141,0;11,0
;;;00:08:25;25,63;449,6;1,1;132;141,8;11,0
;;;00:08:26;25,65;449,6;1,1;128;143,7;11,9
;;;00:08:27;25,68;449,6;1,1;147;143,9;11,4
;;;00:08:28;25,70;449,6;1,1;122;143,9;11,0
;;;00:08:28;25,72;449,6;1,1;163;143,9;11,0
;;;00:08:29;25,74;449,6;1,1;107;144,7;11,0
;;;00:08:30;25,76;449,6;1,1;178;145,0;11,0
;;;00:08:30;25,79;449,6;1,1;146;145,0;10,9
;;;00:08:31;25,81;449,6;1,1;141;145,0;11,0
;;;00:08:31;25,83;449,6;1,1;146;145,0;11,0
;;;00:08:32;25,85;449,6;1,1;136;145,0;11,8
;;;00:08:33;25,87;449,6;1,1;137;145,0;11,8
;;;00:08:33;25,89;449,6;1,1;170;145,0;10,9
;;;00:08:34;25,92;449,6;1,1;146;144,5;11,4
;;;00:08:34;25,94;449,6;1,1;176;143,9;12,0
;;;00:08:35;25,96;449,6;1,1;186;143,9;12,0
;;;00:08:35;25,98;449,6;1,1;113;143,9;12,0
;;;00:08:36;26,00;449,6;1,1;176;143,0;12,0
;;;00:08:37;26,02;449,6;1,1;123;142,9;11,9
;;;00:08:37;26,03;449,6;1,1;178;143,9;10,9
;;;00:08:37;26,03;449,6;1,1;0;124,5;10,0
;;;00:08:37;26,03;449,6;1,1;0;124,5;10,0
;;;00:08:37;26,03;449,6;1,1;0;124,5;10,0
;;;00:08:37;26,03;449,6;1,1;0;124,5;10,0
;;;00:08:37;26,03;449,6;1,1;0;129,2;10,0
;;;00:08:37;26,03;449,0;1,1;0;133,1;10,0
;;;00:08:47;26,03;449,0;1,1;0;134,2;10,0
;;;00:08:57;26,03;449,0;1,1;0;135,3;10,0
;;;00:09:07;26,03;449,0;1,1;0;136,6;10,0
;;;00:09:17;26,03;449,0;1,1;0;136,8;10,0
;;;00:09:27;26,03;449,0;1,1;0;138,0;10,0
;;;00:09:32;26,03;449,0;1,1;0;139,1;10,0
;;;00:09:32;26,03;449,0;1,1;0;139,6;10,0
;;;00:09:32;26,03;449,0;1,1;3;147,8;10,0
;;;00:09:32;26,03;449,0;1,1;49;152,6;10,0
;;;00:09:42;26,03;449,0;0,8;7;153,3;10,0
;;;00:09:43;26,03;449,0;0,7;18;153,6;10,0
;;;00:09:43;26,03;449,0;0,7;32;153,6;10,0
;;;00:09:43;26,03;449,0;1,1;12;154,6;10,0
;;;00:09:43;26,03;449,0;1,4;49;155,8;10,0
;;;00:09:52;26,01;449,0;1,5;3;156,4;10,0
;;;00:09:52;25,99;447,9;1,7;176;155,9;10,0
;;;00:09:52;25,97;446,1;1,7;243;155,8;10,0
;;;00:09:53;25,95;443,8;1,7;194;155,1;10,0
;;;00:10:00;25,92;440,5;1,9;13;96,3;4,9
;;;00:10:01;25,90;436,1;2,0;190;122,0;0,0
;;;00:10:01;25,88;431,9;2,0;153;120,2;0,0
;;;00:10:02;25,86;427,2;2,0;153;121,1;1,4
;;;00:10:02;25,84;422,0;2,1;158;123,4;5,0
;;;00:10:03;25,82;416,1;2,1;243;124,7;5,3
;;;00:10:03;25,79;408,8;2,1;201;131,0;7,0
;;;00:10:04;25,77;401,1;2,1;219;132,4;7,4
;;;00:10:04;25,74;393,0;2,0;201;142,8;10,0
;;;00:10:05;25,72;383,9;2,0;225;142,4;10,0
;;;00:10:05;25,70;374,7;2,0;219;139,6;10,0
;;;00:10:06;25,67;364,7;2,0;201;139,3;10,0
;;;00:10:06;25,65;354,3;2,0;176;138,5;9,9
;;;00:10:07;25,62;341,8;2,1;219;138,5;9,9
;;;00:10:07;25,59;330,6;2,1;165;138,5;10,0
;;;00:10:08;25,57;320,5;2,0;219;137,8;10,0
;;;00:10:08;25,55;309,3;2,0;225;136,4;10,0
;;;00:10:09;25,52;298,0;2,0;207;135,1;10,0
;;;00:10:09;25,50;287,3;1,9;189;133,1;10,0
;;;00:10:10;25,48;277,1;2,0;202;132,8;10,0
;;;00:10:10;25,45;265,9;1,9;201;132,0;10,0
;;;00:10:11;25,43;254,3;1,9;219;131,5;10,0
;;;00:10:11;25,41;243,4;1,9;201;129,9;10,0
;;;00:10:12;25,38;232,5;1,9;213;129,5;10,0
;;;00:10:12;25,36;222,5;2,0;250;128,8;10,0
;;;00:10:13;25,34;212,5;2,0;202;128,8;10,0
;;;00:10:13;25,31;201,7;2,0;251;128,8;10,0
;;;00:10:14;25,29;191,2;2,0;158;128,8;10,0
;;;00:10:14;25,26;180,3;2,0;189;128,8;10,0
;;;00:10:15;25,24;170,1;2,0;139;128,6;10,0
;;;00:10:15;25,22;161,1;2,0;243;127,7;10,0
;;;00:10:16;25,19;151,7;2,0;184;127,7;10,0
;;;00:10:16;25,17;142,6;2,0;219;126,6;10,0
;;;00:10:17;25,14;133,8;2,0;207;126,6;10,0
;;;00:10:17;25,12;125,4;2,0;231;125,6;9,9
;;;00:10:18;25,10;117,3;2,0;213;125,4;9,9
;;;00:10:18;25,07;109,5;2,0;219;124,5;10,0
;;;00:10:19;25,05;102,3;2,0;213;124,6;10,0
;;;00:10:19;25,02;95,5;2,1;195;125,6;10,0
;;;00:10:20;25,00;89,0;2,1;195;125,4;10,0
;;;00:10:20;24,98;82,7;2,1;170;124,5;9,9
;;;00:10:21;24,95;76,5;2,1;284;124,5;9,9
;;;00:10:21;24,93;71,4;2,1;213;123,4;9,9
;;;00:10:22;24,91;66,7;2,1;202;123,4;9,9
;;;00:10:22;24,89;62,1;2,1;227;122,5;10,0
;;;00:10:23;24,87;57,4;2,1;207;122,3;10,0
;;;00:10:23;24,84;52,9;2,1;195;122,3;10,0
;;;00:10:24;24,82;49,0;2,1;189;122,3;10,0
;;;00:10:24;24,80;45,2;2,2;186;122,3;10,0
;;;00:10:24;24,77;41,4;2,2;206;122,3;10,0
;;;00:10:25;24,75;37,9;2,2;194;122,3;10,0
;;;00:10:26;24,73;34,5;2,2;184;122,3;10,0
;;;00:10:26;24,70;31,4;2,2;213;121,6;10,0
;;;00:10:27;24,68;28,5;2,3;216;121,2;10,0
;;;00:10:27;24,65;25,8;2,3;315;120,5;10,0
;;;00:10:27;24,63;23,2;2,3;152;120,2;10,0
;;;00:10:28;24,60;20,9;2,3;176;120,2;10,0
;;;00:10:29;24,58;18,8;2,3;148;120,2;10,0
;;;00:10:29;24,56;16,9;2,4;208;119,5;10,0
;;;00:10:29;24,53;15,2;2,4;170;119,1;10,0
;;;00:10:30;24,51;13,5;2,4;187;118,5;10,0
;;;00:10:31;24,49;11,4;2,4;124;118,0;10,0
;;;00:10:32;24,45;9,5;2,5;106;118,0;9,9
;;;00:10:32;24,42;8,2;2,5;214;116,9;10,0
;;;00:10:33;24,40;6,9;2,5;213;116,9;10,0
;;;00:10:33;24,38;5,1;2,5;141;115,7;9,8
;;;00:10:34;24,33;3,6;2,6;137;114,9;9,7
;;;00:10:34;24,30;2,5;2,6;215;115,8;9,9
;;;00:10:35;24,27;1,4;2,6;398;115,8;9,9
;;;00:10:35;24,23;0,5;2,6;214;115,8;10,0
;;;00:10:36;24,21;-0,1;2,6;319;115,8;10,0
;;;00:10:36;24,19;-0,8;2,6;236;114,6;10,0
;;;00:10:36;24,16;-1,4;2,7;324;113,7;10,0
;;;00:10:37;24,13;-1,9;2,7;208;113,9;10,0
;;;00:10:37;24,11;-2,6;2,7;146;114,8;10,0
;;;00:10:38;24,07;-3,2;2,7;311;114,8;10,0
;;;00:10:38;24,05;-3,7;2,7;278;113,7;10,0
;;;00:10:39;24,02;-4,0;2,7;284;113,7;10,0
;;;00:10:39;23,99;-4,4;2,8;213;112,7;10,0
;;;00:10:40;23,96;-4,7;2,8;232;112,6;10,0
;;;00:10:41;23,94;-5,2;2,8;132;112,6;10,0
;;;00:10:41;23,88;-5,5;2,9;211;112,6;10,0
;;;00:10:41;23,86;-5,7;2,9;541;112,6;10,0
;;;00:10:42;23,83;-5,8;2,9;233;112,6;10,0
;;;00:10:42;23,81;-5,9;2,9;166;112,6;10,0
;;;00:10:43;23,79;-6,0;2,9;300;112,4;10,1
;;;00:10:43;23,76;-6,1;2,9;194;111,5;10,9
;;;00:10:44;23,74;-6,2;3,0;215;111,5;10,9
;;;00:10:44;23,71;-6,2;3,0;332;111,5;11,0
;;;00:10:44;23,68;-6,2;3,0;277;111,5;11,0
;;;00:10:45;23,66;-6,2;3,0;175;112,0;10,2
;;;00:10:45;23,64;-6,2;3,1;1168;112,6;9,3
;;;00:10:46;23,61;-6,1;3,1;361;112,6;9,3
;;;00:10:46;23,58;-6,1;3,1;219;111,2;10,4
;;;00:10:47;23,56;-6,0;3,1;211;110,4;11,0
;;;00:10:47;23,54;-5,9;3,1;300;110,6;10,8
;;;00:10:47;23,51;-5,8;3,1;276;111,5;10,0
;;;00:10:48;23,49;-5,6;3,1;215;111,5;10,0
;;;00:10:48;23,47;-5,5;3,2;268;110,8;10,6
;;;00:10:49;23,44;-5,3;3,2;222;110,4;11,0
;;;00:10:49;23,42;-5,1;3,2;284;110,1;10,6
;;;00:10:49;23,39;-4,9;3,3;251;109,4;10,0
;;;00:10:50;23,37;-4,7;3,3;250;109,4;10,0
;;;00:10:50;23,35;-4,3;3,3;207;109,4;10,9
;;;00:10:51;23,31;-4,0;3,3;139;109,4;11,0
;;;00:10:51;23,28;-3,7;3,3;670;109,4;11,0
;;;00:10:52;23,25;-3,4;3,3;343;109,4;11,0
;;;00:10:52;23,22;-3,1;3,3;195;110,3;11,0
;;;00:10:53;23,20;-2,7;3,4;209;110,4;11,0
;;;00:10:53;23,18;-2,4;3,4;259;111,2;11,0
;;;00:10:54;23,15;-2,1;3,4;178;111,5;11,0
;;;00:10:54;23,13;-1,8;3,4;269;111,5;11,0
;;;00:10:54;23,10;-1,5;3,4;259;111,5;11,0
;;;00:10:55;23,08;-1,2;3,4;263;111,5;11,0
;;;00:10:55;23,06;-0,9;3,4;208;110,7;11,0
;;;00:10:55;23,04;-0,5;3,4;318;110,4;11,0
;;;00:10:56;23,02;-0,1;3,5;370;110,4;11,0
;;;00:10:56;22,98;0,3;3,5;262;110,4;11,0
;;;00:10:58;22,96;1,0;3,6;110;109,9;10,9
;;;00:10:58;22,91;1,4;3,6;126;109,4;10,8
;;;00:10:58;22,89;1,9;3,6;779;109,4;10,9
;;;00:10:59;22,86;2,3;3,6;535;109,4;10,9
;;;00:10:59;22,83;2,8;3,6;199;109,4;11,0
;;;00:11:00;22,80;3,2;3,6;246;109,4;11,0
;;;00:11:00;22,77;3,7;3,6;231;108,6;10,8
;;;00:11:01;22,74;4,2;3,7;97;108,1;10,7
;;;00:11:02;22,70;4,6;3,8;163;106,1;10,0
;;;00:11:02;22,68;5,0;3,7;183;107,6;10,6
;;;00:11:03;22,65;5,4;3,8;176;108,1;10,9
;;;00:11:04;22,62;5,7;3,8;263;107,2;10,9
;;;00:11:04;22,60;6,0;3,8;199;106,4;10,7
;;;00:11:05;22,58;6,3;3,9;288;104,0;10,0
;;;00:11:05;22,56;6,6;3,9;128;104,2;10,0
;;;00:11:05;22,53;6,9;4,0;185;105,0;10,0
;;;00:11:06;22,51;7,3;4,0;187;105,0;10,0
;;;00:11:07;22,49;7,5;4,0;180;105,0;9,9
;;;00:11:07;22,47;7,8;4,0;168;104,9;9,9
;;;00:11:08;22,45;8,1;4,0;143;104,0;10,0
;;;00:11:08;22,42;8,4;4,0;189;104,0;10,0
;;;00:11:09;22,40;8,7;4,1;319;105,0;10,0
;;;00:11:09;22,38;9,0;4,1;189;104,8;10,0
;;;00:11:10;22,36;9,3;4,1;170;104,0;10,0
;;;00:11:10;22,33;9,5;4,2;201;104,0;10,0
;;;00:11:10;22,31;9,9;4,2;203;104,0;10,0
;;;00:11:11;22,28;10,1;4,2;149;104,0;10,0
;;;00:11:12;22,26;10,4;4,2;182;104,0;10,0
;;;00:11:12;22,23;10,7;4,2;201;104,0;10,0
;;;00:11:13;22,21;10,9;4,3;218;104,0;10,0
;;;00:11:13;22,19;11,2;4,3;176;103,8;10,0
;;;00:11:14;22,16;11,4;4,4;201;102,9;10,0
;;;00:11:14;22,14;11,7;4,4;176;102,6;10,0
;;;00:11:15;22,11;11,9;4,4;195;101,8;10,0
;;;00:11:15;22,09;12,1;4,4;189;101,8;10,0
;;;00:11:15;22,07;12,3;4,3;195;101,8;10,0
;;;00:11:16;22,05;12,6;4,4;219;101,8;10,0
;;;00:11:16;22,03;12,8;4,4;181;101,8;10,0
;;;00:11:17;22,01;13,1;4,4;188;101,8;10,0
;;;00:11:17;21,98;13,3;4,4;219;102,9;10,0
;;;00:11:18;21,95;13,5;4,5;152;102,9;10,0
;;;00:11:18;21,93;13,7;4,5;128;101,8;10,0
;;;00:11:19;21,91;13,9;4,4;173;101,8;10,0
;;;00:11:19;21,89;14,2;4,4;207;101,8;10,0
;;;00:11:20;21,87;14,4;4,4;207;101,8;10,0
;;;00:11:20;21,85;14,6;4,5;211;101,8;10,0
;;;00:11:21;21,82;14,8;4,4;182;101,8;10,0
;;;00:11:21;21,80;15,0;4,5;219;101,1;10,0
;;;00:11:22;21,78;15,2;4,6;201;100,7;10,0
;;;00:11:22;21,76;15,4;4,6;170;100,7;10,0
;;;00:11:23;21,73;15,6;4,6;213;100,7;10,0
;;;00:11:23;21,71;15,8;4,6;158;101,4;10,0
;;;00:11:24;21,69;16,0;4,5;243;101,8;10,0
;;;00:11:24;21,67;16,2;4,6;194;101,8;10,0
;;;00:11:25;21,65;16,4;4,5;195;101,8;10,0
;;;00:11:25;21,63;16,7;4,6;213;101,7;10,0
;;;00:11:26;21,60;16,9;4,6;221;100,7;10,0
;;;00:11:26;21,58;17,1;4,7;182;100,7;10,0
;;;00:11:26;21,56;17,3;4,7;178;100,7;10,0
;;;00:11:27;21,53;17,5;4,6;157;100,6;10,0
;;;00:11:28;21,51;17,7;4,6;160;99,6;10,0
;;;00:11:28;21,48;17,9;4,6;207;99,6;10,0
;;;00:11:29;21,46;18,3;4,7;90;99,8;10,0
;;;00:11:30;21,42;18,6;4,8;92;100,7;10,0
;;;00:11:30;21,39;18,7;4,9;221;99,9;10,0
;;;00:11:31;21,37;18,9;4,8;174;99,6;10,0
;;;00:11:31;21,35;19,1;4,8;141;98,8;10,0
;;;00:11:32;21,33;19,3;4,7;181;98,6;10,0
;;;00:11:32;21,30;19,5;4,7;331;97,9;10,0
;;;00:11:33;21,28;19,7;4,8;145;97,5;10,0
;;;00:11:33;21,26;19,9;4,8;270;97,5;9,8
;;;00:11:34;21,23;20,1;4,9;181;97,5;9,7
;;;00:11:34;21,21;20,3;4,9;262;98,2;9,8
;;;00:11:35;21,19;20,4;4,9;236;98,6;9,9
;;;00:11:35;21,16;20,6;4,8;171;98,6;10,0
;;;00:11:36;21,14;20,8;4,8;240;98,6;10,0
;;;00:11:36;21,11;20,9;4,8;201;97,8;10,0
;;;00:11:37;21,09;21,1;4,9;207;97,5;10,0
;;;00:11:37;21,07;21,2;4,9;156;97,5;10,0
;;;00:11:38;21,05;21,4;5,0;182;97,5;10,0
;;;00:11:38;21,02;21,5;5,0;164;97,5;10,0
;;;00:11:39;21,00;21,7;4,9;170;97,5;10,0
;;;00:11:39;20,98;21,8;4,9;219;96,5;9,9
;;;00:11:40;20,96;21,9;4,9;195;96,4;9,9
;;;00:11:41;20,93;22,0;4,9;182;96,4;10,0
;;;00:11:41;20,91;22,2;4,9;213;96,4;10,0
;;;00:11:42;20,89;22,3;4,9;201;97,5;10,0
;;;00:11:42;20,87;22,4;5,0;209;97,5;10,0
;;;00:11:43;20,84;22,5;5,0;229;95,3;10,0
