;;;Temps;Profondeur (m);Surconsommation (%);Pression béton (bar);Vitesse d'avancement (m/h);Couple de rotation (bar);Vitesse de rotation (rev/min)
;;;00:04:01;10,19;449,6;1,1;370;180,6;25,9
;;;00:04:01;10,22;449,6;1,1;487;180,6;25,9
;;;00:04:02;10,25;449,6;1,1;380;180,6;25,9
;;;00:04:02;10,27;449,6;1,1;418;183,2;26,0
;;;00:04:02;10,30;449,6;1,1;360;185,0;26,0
;;;00:04:03;10,33;449,6;1,1;350;185,0;26,0
;;;00:04:03;10,36;449,6;1,1;450;182,8;26,4
;;;00:04:03;10,38;449,6;1,1;389;180,6;26,9
;;;00:04:04;10,41;449,6;1,1;389;180,6;26,9
;;;00:04:04;10,44;449,6;1,1;360;181,1;26,7
;;;00:04:04;10,46;449,6;1,1;487;182,8;25,9
;;;00:04:04;10,49;449,6;1,1;350;182,8;25,9
;;;00:04:05;10,51;449,6;1,1;487;182,8;25,9
;;;00:04:05;10,54;449,6;1,1;389;181,1;26,3
;;;00:04:05;10,57;449,6;1,1;428;178,5;27,0
;;;00:04:06;10,60;449,6;1,1;389;178,5;27,0
;;;00:04:06;10,63;449,6;1,1;519;178,5;27,0
;;;00:04:06;10,66;449,6;1,1;384;178,5;26,9
;;;00:04:06;10,68;449,6;1,1;649;178,5;26,9
;;;00:04:07;10,72;449,6;1,1;317;178,5;26,9
;;;00:04:07;10,74;449,6;1,1;487;178,5;26,0
;;;00:04:07;10,77;449,6;1,1;304;178,5;26,0
;;;00:04:08;10,80;449,6;1,1;380;178,5;26,0
;;;00:04:08;10,82;449,6;1,1;373;176,9;26,5
;;;00:04:08;10,84;449,6;1,1;300;175,2;27,0
;;;00:04:09;10,87;449,6;1,1;414;175,2;27,0
;;;00:04:09;10,90;449,6;1,1;370;175,2;27,0
;;;00:04:09;10,93;449,6;1,1;305;176,1;26,2
;;;00:04:09;10,95;449,6;1,1;331;176,3;26,0
;;;00:04:10;10,98;449,6;1,1;414;176,3;26,0
;;;00:04:10;11,01;449,6;1,1;370;174,6;26,4
;;;00:04:10;11,04;449,6;1,1;448;172,0;26,9
;;;00:04:11;11,07;449,6;1,1;389;172,0;26,9
;;;00:04:11;11,09;449,6;1,1;331;173,3;26,5
;;;00:04:11;11,12;449,6;1,1;389;175,2;25,9
;;;00:04:12;11,15;449,6;1,1;350;175,2;25,9
;;;00:04:12;11,17;449,6;1,1;428;175,2;25,9
;;;00:04:12;11,20;449,6;1,1;389;172,0;25,9
;;;00:04:13;11,23;449,6;1,1;360;172,0;25,9
;;;00:04:13;11,26;449,6;1,1;437;172,0;25,9
;;;00:04:13;11,29;449,6;1,1;360;172,6;26,6
;;;00:04:13;11,31;449,6;1,1;399;173,1;27,0
;;;00:04:14;11,35;449,6;1,1;418;173,1;27,0
;;;00:04:14;11,39;449,6;1,1;356;171,6;27,0
;;;00:04:14;11,42;449,6;1,1;342;170,9;27,0
;;;00:04:15;11,45;449,6;1,1;276;170,9;27,0
;;;00:04:15;11,47;449,6;1,1;380;170,9;26,4
;;;00:04:15;11,49;449,6;1,1;487;170,9;26,0
;;;00:04:16;11,52;449,6;1,1;414;170,9;26,0
;;;00:04:16;11,55;449,6;1,1;370;170,9;26,0
;;;00:04:16;11,58;449,6;1,1;369;170,9;26,0
;;;00:04:17;11,60;449,6;1,1;418;170,9;25,9
;;;00:04:17;11,63;449,6;1,1;360;170,9;25,9
;;;00:04:17;11,66;449,6;1,1;470;169,3;26,0
;;;00:04:17;11,68;449,6;1,1;341;168,8;26,0
;;;00:04:18;11,71;449,6;1,1;389;168,8;26,0
;;;00:04:18;11,73;449,6;1,1;350;168,8;26,0
;;;00:04:18;11,76;449,6;1,1;428;170,9;26,8
;;;00:04:19;11,79;449,6;1,1;350;170,9;26,8
;;;00:04:19;11,82;449,6;1,1;360;170,9;26,8
;;;00:04:19;11,85;449,6;1,1;438;168,5;26,9
;;;00:04:19;11,87;449,6;1,1;350;167,7;26,9
;;;00:04:20;11,90;449,6;1,1;428;167,7;26,9
;;;00:04:20;11,93;449,6;1,1;360;169,0;26,9
;;;00:04:20;11,95;449,6;1,1;426;169,8;26,9
;;;00:04:21;11,98;449,6;1,1;389;169,8;26,9
;;;00:04:21;12,01;449,6;1,1;373;169,5;26,9
;;;00:04:21;12,04;449,6;1,1;328;167,7;26,9
;;;00:04:22;12,07;449,6;1,1;535;167,7;26,9
;;;00:04:22;12,09;449,6;1,1;370;167,7;26,9
;;;00:04:22;12,12;449,6;1,1;363;168,5;26,1
;;;00:04:23;12,15;449,6;1,1;418;168,8;25,9
;;;00:04:23;12,18;449,6;1,1;308;168,8;25,9
;;;00:04:23;12,21;449,6;1,1;308;168,8;26,7
;;;00:04:23;12,23;449,6;1,1;316;168,8;27,0
;;;00:04:24;12,26;449,6;1,1;414;168,8;27,0
;;;00:04:24;12,28;449,6;1,1;350;168,8;27,0
;;;00:04:24;12,31;449,6;1,1;389;169,8;26,0
;;;00:04:25;12,33;449,6;1,1;321;169,8;26,0
;;;00:04:25;12,36;449,6;1,1;311;169,8;26,0
;;;00:04:25;12,38;449,6;1,1;487;172,0;26,0
;;;00:04:25;12,41;449,6;1,1;321;172,0;26,0
;;;00:04:26;12,43;449,6;1,1;426;172,0;26,0
;;;00:04:26;12,46;449,6;1,1;370;172,0;26,2
;;;00:04:26;12,49;449,6;1,1;409;172,0;27,0
;;;00:04:27;12,51;449,6;1,1;370;172,0;27,0
;;;00:04:27;12,54;449,6;1,1;380;172,0;27,0
;;;00:04:27;12,56;449,6;1,1;389;176,3;26,0
;;;00:04:28;12,59;449,6;1,1;341;176,3;26,0
;;;00:04:28;12,62;449,6;1,1;370;176,3;26,0
;;;00:04:28;12,65;449,6;1,1;519;174,2;26,0
;;;00:04:28;12,67;449,6;1,1;290;173,1;26,0
;;;00:04:29;12,70;449,6;1,1;779;173,1;26,0
;;;00:04:29;12,73;449,6;1,1;292;174,5;25,9
;;;00:04:30;12,77;449,6;1,1;319;177,4;25,9
;;;00:04:30;12,80;449,6;1,1;365;177,4;25,9
;;;00:04:30;12,82;449,6;1,1;389;176,7;26,0
;;;00:04:30;12,85;449,6;1,1;350;176,3;26,0
;;;00:04:31;12,87;449,6;1,1;389;176,3;26,0
;;;00:04:31;12,90;449,6;1,1;370;177,2;25,9
;;;00:04:31;12,93;449,6;1,1;365;178,5;25,8
;;;00:04:32;12,95;449,6;1,1;350;178,5;25,8
;;;00:04:32;12,98;449,6;1,1;438;178,5;25,8
;;;00:04:32;13,01;449,6;1,1;341;179,6;25,9
;;;00:04:33;13,03;449,6;1,1;370;179,6;25,9
;;;00:04:33;13,06;449,6;1,1;426;179,6;25,9
;;;00:04:33;13,09;449,6;1,1;331;181,5;25,9
;;;00:04:33;13,11;449,6;1,1;422;182,8;25,9
;;;00:04:34;13,13;449,6;1,1;350;182,8;25,9
;;;00:04:34;13,16;449,6;1,1;389;183,7;25,9
;;;00:04:34;13,19;449,6;1,1;369;187,1;25,9
;;;00:04:35;13,21;449,6;1,1;486;187,1;25,9
;;;00:04:35;13,24;449,6;1,1;360;187,1;25,9
;;;00:04:35;13,28;449,6;1,1;477;186,3;25,9
;;;00:04:36;13,30;449,6;1,1;370;186,0;25,9
;;;00:04:36;13,33;449,6;1,1;357;186,0;25,9
;;;00:04:36;13,36;449,6;1,1;357;187,8;25,8
;;;00:04:37;13,38;449,6;1,1;380;188,2;25,8
;;;00:04:37;13,41;449,6;1,1;576;188,2;25,8
;;;00:04:37;13,44;449,6;1,1;357;186,6;25,9
;;;00:04:37;13,47;449,6;1,1;373;185,0;26,0
;;;00:04:38;13,49;449,6;1,1;369;185,0;26,0
;;;00:04:38;13,52;449,6;1,1;350;185,0;26,0
;;;00:04:38;13,55;449,6;1,1;428;186,0;25,9
;;;00:04:39;13,57;449,6;1,1;341;186,0;25,9
;;;00:04:39;13,60;449,6;1,1;370;186,0;25,9
;;;00:04:39;13,63;449,6;1,1;487;186,0;26,0
;;;00:04:39;13,66;449,6;1,1;389;186,0;26,0
;;;00:04:40;13,68;449,6;1,1;331;186,0;26,0
;;;00:04:40;13,71;449,6;1,1;370;186,7;26,0
;;;00:04:40;13,74;449,6;1,1;450;187,1;26,0
;;;00:04:41;13,77;449,6;1,1;360;187,1;26,0
;;;00:04:41;13,80;449,6;1,1;409;187,3;26,0
;;;00:04:41;13,82;449,6;1,1;360;188,2;25,9
;;;00:04:42;13,85;449,6;1,1;350;188,2;25,9
;;;00:04:42;13,88;449,6;1,1;450;188,2;25,9
;;;00:04:42;13,91;449,6;1,1;418;187,3;25,9
;;;00:04:43;13,94;449,6;1,1;399;187,1;25,9
;;;00:04:43;13,98;449,6;1,1;384;187,1;25,9
;;;00:04:43;14,00;449,6;1,1;380;190,4;25,9
;;;00:04:44;14,03;449,6;1,1;289;190,4;25,9
;;;00:04:44;14,06;449,6;1,1;370;190,4;25,9
;;;00:04:44;14,09;449,6;1,1;370;188,6;25,9
;;;00:04:44;14,11;449,6;1,1;482;188,2;25,9
;;;00:04:45;14,14;449,6;1,1;389;188,2;25,9
;;;00:04:45;14,17;449,6;1,1;389;189,1;26,0
;;;00:04:45;14,19;449,6;1,1;350;190,4;26,0
;;;00:04:46;14,22;449,6;1,1;414;190,4;26,0
;;;00:04:46;14,24;449,6;1,1;316;190,4;26,0
;;;00:04:46;14,27;449,6;1,1;331;189,3;26,0
;;;00:04:47;14,30;449,6;1,1;414;189,3;26,0
;;;00:04:47;14,32;449,6;1,1;418;189,3;26,0
;;;00:04:47;14,35;449,6;1,1;360;189,9;25,9
;;;00:04:47;14,38;449,6;1,1;331;190,4;25,9
;;;00:04:48;14,41;449,6;1,1;414;190,4;25,9
;;;00:04:48;14,43;449,6;1,1;350;190,8;25,9
;;;00:04:48;14,46;449,6;1,1;428;192,5;26,0
;;;00:04:49;14,49;449,6;1,1;389;192,5;26,0
;;;00:04:49;14,52;449,6;1,1;331;192,5;26,0
;;;00:04:49;14,54;449,6;1,1;389;192,5;26,0
;;;00:04:50;14,57;449,6;1,1;444;192,5;26,0
;;;00:04:50;14,60;449,6;1,1;327;192,5;26,0
;;;00:04:50;14,63;449,6;1,1;321;194,2;26,0
;;;00:04:51;14,65;449,6;1,1;370;194,7;26,0
;;;00:04:51;14,68;449,6;1,1;503;194,7;26,0
;;;00:04:51;14,71;449,6;1,1;372;194,7;25,9
;;;00:04:51;14,74;449,6;1,1;341;194,7;25,9
;;;00:04:52;14,77;449,6;1,1;370;194,7;25,9
;;;00:04:52;14,81;449,6;1,1;432;195,8;25,9
;;;00:04:52;14,83;449,6;1,1;369;196,8;26,0
;;;00:04:53;14,86;449,6;1,1;331;196,8;26,0
;;;00:04:53;14,88;449,6;1,1;401;196,6;25,8
;;;00:04:53;14,91;449,6;1,1;331;195,8;24,9
;;;00:04:54;14,93;449,6;1,1;360;195,8;24,9
;;;00:04:54;14,96;449,6;1,1;311;196,0;25,1
;;;00:04:54;14,98;449,6;1,1;302;196,8;26,0
;;;00:04:55;15,01;449,6;1,1;389;196,8;26,0
;;;00:04:55;15,03;449,6;1,1;399;196,8;26,0
;;;00:04:55;15,05;449,6;1,1;331;196,8;26,0
;;;00:04:56;15,08;449,6;1,1;331;196,8;26,0
;;;00:04:56;15,10;449,6;1,1;401;196,8;26,0
;;;00:04:56;15,13;449,6;1,1;311;196,4;26,0
;;;00:04:56;15,15;449,6;1,1;341;195,8;26,0
;;;00:04:57;15,18;449,6;1,1;311;195,8;26,0
;;;00:04:57;15,20;449,6;1,1;370;197,1;26,0
;;;00:04:57;15,23;449,6;1,1;365;199,0;26,0
;;;00:04:58;15,25;449,6;1,1;341;199,0;26,0
;;;00:04:58;15,28;449,6;1,1;389;199,0;26,0
;;;00:04:58;15,31;449,6;1,1;324;197,9;25,0
;;;00:04:59;15,33;449,6;1,1;282;197,9;25,0
;;;00:04:59;15,36;449,6;1,1;357;197,9;25,0
;;;00:04:59;15,39;449,6;1,1;331;198,7;25,0
;;;00:05:00;15,41;449,6;1,1;389;199,0;25,0
;;;00:05:00;15,44;449,6;1,1;258;199,0;25,0
;;;00:05:00;15,46;449,6;1,1;259;198,1;25,8
;;;00:05:01;15,49;449,6;1,1;302;197,9;26,0
;;;00:05:01;15,51;449,6;1,1;365;197,9;26,0
;;;00:05:01;15,53;449,6;1,1;331;197,9;26,0
;;;00:05:01;15,56;449,6;1,1;341;197,9;25,9
;;;00:05:02;15,58;449,6;1,1;292;197,9;25,9
;;;00:05:02;15,60;449,6;1,1;350;198,1;25,9
;;;00:05:02;15,63;449,6;1,1;365;199,0;25,9
;;;00:05:03;15,65;449,6;1,1;302;199,0;25,9
;;;00:05:03;15,68;449,6;1,1;360;199,0;25,9
;;;00:05:03;15,70;449,6;1,1;321;199,0;26,0
;;;00:05:04;15,73;449,6;1,1;301;199,0;26,0
;;;00:05:04;15,75;449,6;1,1;377;199,0;26,0
;;;00:05:04;15,77;449,6;1,1;292;199,6;25,4
;;;00:05:05;15,80;449,6;1,1;341;200,1;25,0
;;;00:05:05;15,82;449,6;1,1;311;200,1;25,0
;;;00:05:05;15,84;449,6;1,1;311;199,6;24,9
;;;00:05:05;15,87;449,6;1,1;499;199,0;24,8
;;;00:05:06;15,90;449,6;1,1;370;199,0;24,8
;;;00:05:06;15,93;449,6;1,1;357;199,7;24,9
;;;00:05:06;15,95;449,6;1,1;234;201,2;25,0
;;;00:05:07;15,98;449,6;1,1;263;201,2;25,0
;;;00:05:07;16,00;449,6;1,1;302;200,7;25,2
;;;00:05:07;16,02;449,6;1,1;292;199,0;25,9
;;;00:05:08;16,05;449,6;1,1;282;199,0;25,9
;;;00:05:08;16,07;449,6;1,1;389;199,0;25,9
;;;00:05:08;16,09;449,6;1,1;310;199,0;26,0
;;;00:05:09;16,11;449,6;1,1;358;199,0;26,0
;;;00:05:09;16,14;449,6;1,1;311;199,0;26,0
;;;00:05:09;16,16;449,6;1,1;365;199,8;25,9
;;;00:05:10;16,18;449,6;1,1;331;200,1;25,9
;;;00:05:10;16,21;449,6;1,1;341;200,1;25,9
;;;00:05:10;16,23;449,6;1,1;282;200,1;25,5
;;;00:05:10;16,25;449,6;1,1;311;200,1;24,9
;;;00:05:11;16,28;449,6;1,1;401;200,1;24,9
;;;00:05:11;16,30;449,6;1,1;292;200,7;25,1
;;;00:05:11;16,32;449,6;1,1;341;203,3;26,0
;;;00:05:12;16,35;449,6;1,1;331;203,3;26,0
;;;00:05:12;16,37;449,6;1,1;365;203,3;26,0
;;;00:05:12;16,39;449,6;1,1;311;200,7;25,2
;;;00:05:13;16,41;449,6;1,1;396;200,1;25,0
;;;00:05:13;16,44;449,6;1,1;269;200,1;25,0
;;;00:05:13;16,46;449,6;1,1;454;201,2;25,3
;;;00:05:13;16,48;449,6;1,1;287;203,3;26,0
;;;00:05:14;16,50;449,6;1,1;284;203,3;26,0
;;;00:05:14;16,53;449,6;1,1;401;203,3;26,0
;;;00:05:14;16,55;449,6;1,1;301;204,4;25,0
;;;00:05:15;16,57;449,6;1,1;331;204,4;25,0
;;;00:05:15;16,60;449,6;1,1;350;204,4;25,0
;;;00:05:15;16,62;449,6;1,1;401;202,8;24,9
;;;00:05:16;16,64;449,6;1,1;292;202,2;24,8
;;;00:05:16;16,67;449,6;1,1;311;202,2;24,8
;;;00:05:16;16,69;449,6;1,1;360;203,5;24,9
;;;00:05:17;16,71;449,6;1,1;282;205,5;25,0
;;;00:05:17;16,74;449,6;1,1;311;205,5;25,0
;;;00:05:17;16,76;449,6;1,1;414;205,5;25,0
;;;00:05:17;16,78;449,6;1,1;292;205,5;25,0
;;;00:05:18;16,81;449,6;1,1;331;205,5;25,0
;;;00:05:18;16,83;449,6;1,1;321;205,5;25,0
;;;00:05:18;16,85;449,6;1,1;272;207,6;25,9
;;;00:05:19;16,88;449,6;1,1;499;207,6;25,9
;;;00:05:19;16,91;449,6;1,1;228;207,6;25,9
;;;00:05:19;16,93;449,6;1,1;272;207,6;25,0
;;;00:05:20;16,95;449,6;1,1;365;207,6;25,0
;;;00:05:20;16,98;449,6;1,1;399;207,6;25,0
;;;00:05:20;17,00;449,6;1,1;317;206,8;24,9
;;;00:05:21;17,03;449,6;1,1;272;206,6;24,9
;;;00:05:21;17,05;449,6;1,1;414;206,6;24,9
;;;00:05:21;17,07;449,6;1,1;292;207,0;24,9
;;;00:05:21;17,10;449,6;1,1;360;207,6;25,0
;;;00:05:22;17,12;449,6;1,1;282;207,6;25,0
;;;00:05:22;17,14;449,6;1,1;311;207,4;25,2
;;;00:05:22;17,17;449,6;1,1;377;206,6;26,0
;;;00:05:23;17,19;449,6;1,1;311;206,6;26,0
;;;00:05:23;17,21;449,6;1,1;341;206,6;26,0
;;;00:05:23;17,23;449,6;1,1;282;208,7;25,0
;;;00:05:24;17,26;449,6;1,1;311;208,7;25,0
;;;00:05:24;17,28;449,6;1,1;377;208,7;25,0
;;;00:05:24;17,30;449,6;1,1;331;208,7;25,0
;;;00:05:25;17,32;449,6;1,1;321;208,7;25,0
;;;00:05:25;17,35;449,6;1,1;282;208,7;25,0
;;;00:05:25;17,37;449,6;1,1;353;209,3;24,9
;;;00:05:25;17,39;449,6;1,1;290;210,9;24,9
;;;00:05:26;17,42;449,6;1,1;349;210,9;24,9
;;;00:05:26;17,44;449,6;1,1;292;211,3;24,7
;;;00:05:26;17,46;449,6;1,1;302;213,0;23,9
;;;00:05:27;17,48;449,6;1,1;341;213,0;23,9
;;;00:05:27;17,51;449,6;1,1;302;213,0;23,9
;;;00:05:27;17,53;449,6;1,1;311;209,6;24,7
;;;00:05:28;17,56;449,6;1,1;360;208,7;25,0
;;;00:05:28;17,58;449,6;1,1;303;208,7;25,0
;;;00:05:28;17,60;449,6;1,1;370;210,4;25,0
;;;00:05:29;17,63;449,6;1,1;389;210,9;25,0
;;;00:05:29;17,65;449,6;1,1;324;210,9;25,0
;;;00:05:29;17,67;449,6;1,1;311;210,4;24,9
;;;00:05:29;17,69;449,6;1,1;268;209,8;24,9
;;;00:05:30;17,72;449,6;1,1;247;209,8;24,9
;;;00:05:30;17,74;449,6;1,1;334;209,8;24,9
;;;00:05:30;17,76;449,6;1,1;311;212,0;24,0
;;;00:05:31;17,78;449,6;1,1;234;212,0;24,0
;;;00:05:31;17,81;449,6;1,1;389;212,0;24,0
;;;00:05:31;17,83;449,6;1,1;331;212,6;24,0
;;;00:05:32;17,85;449,6;1,1;341;213,0;24,0
;;;00:05:32;17,88;449,6;1,1;282;213,0;24,0
;;;00:05:32;17,90;449,6;1,1;253;212,4;24,6
;;;00:05:33;17,92;449,6;1,1;377;212,0;25,0
;;;00:05:33;17,94;449,6;1,1;331;212,0;25,0
;;;00:05:33;17,96;449,6;1,1;272;212,2;24,8
;;;00:05:33;17,99;449,6;1,1;302;213,0;24,0
;;;00:05:34;18,01;449,6;1,1;340;213,0;24,0
;;;00:05:34;18,03;449,6;1,1;302;213,0;24,0
;;;00:05:34;18,05;449,6;1,1;331;211,3;24,6
;;;00:05:35;18,08;449,6;1,1;272;210,9;24,8
;;;00:05:35;18,10;449,6;1,1;331;210,9;24,8
;;;00:05:35;18,12;449,6;1,1;341;212,5;24,9
;;;00:05:36;18,14;449,6;1,1;311;213,0;25,0
;;;00:05:36;18,17;449,6;1,1;370;213,0;25,0
;;;00:05:36;18,19;449,6;1,1;295;213,0;25,0
;;;00:05:37;18,22;449,6;1,1;315;213,0;25,0
;;;00:05:37;18,24;449,6;1,1;330;213,0;25,0
;;;00:05:37;18,26;449,6;1,1;324;213,0;25,0
;;;00:05:37;18,28;449,6;1,1;350;213,0;25,0
;;;00:05:38;18,30;449,6;1,1;234;213,0;25,0
;;;00:05:38;18,32;449,6;1,1;272;213,0;25,0
;;;00:05:38;18,35;449,6;1,1;377;221,7;23,9
;;;00:05:39;18,37;449,6;1,1;331;221,7;23,9
;;;00:05:39;18,39;449,6;1,1;282;221,7;23,9
;;;00:05:39;18,41;449,6;1,1;272;221,0;23,3
;;;00:05:40;18,43;449,6;1,1;389;220,6;23,0
;;;00:05:40;18,46;449,6;1,1;272;220,6;23,0
;;;00:05:40;18,48;449,6;1,1;311;218,9;23,4
;;;00:05:41;18,50;449,6;1,1;311;216,3;24,0
;;;00:05:41;18,52;449,6;1,1;389;216,3;24,0
;;;00:05:41;18,54;449,6;1,1;292;216,3;24,0
;;;00:05:41;18,57;449,6;1,1;311;219,5;24,0
;;;00:05:42;18,59;449,6;1,1;331;219,5;24,0
;;;00:05:42;18,61;449,6;1,1;272;219,5;24,0
;;;00:05:42;18,63;449,6;1,1;272;216,9;24,0
;;;00:05:43;18,65;449,6;1,1;353;216,3;24,0
;;;00:05:43;18,67;449,6;1,1;350;216,3;24,0
;;;00:05:43;18,69;449,6;1,1;272;218,2;24,0
;;;00:05:44;18,72;449,6;1,1;282;219,5;24,0
;;;00:05:44;18,74;449,6;1,1;353;219,5;24,0
;;;00:05:44;18,76;449,6;1,1;311;218,9;24,0
;;;00:05:44;18,79;449,6;1,1;311;216,3;24,0
;;;00:05:45;18,81;449,6;1,1;308;216,3;24,0
;;;00:05:45;18,84;449,6;1,1;270;216,6;24,0
;;;00:05:46;18,86;449,6;1,1;285;218,4;24,0
;;;00:05:46;18,88;449,6;1,1;234;218,4;24,0
;;;00:05:46;18,91;449,6;1,1;268;218,4;24,0
;;;00:05:46;18,93;449,6;1,1;272;218,4;23,9
;;;00:05:47;18,95;449,6;1,1;272;218,4;23,9
;;;00:05:47;18,97;449,6;1,1;311;218,4;23,9
;;;00:05:47;18,99;449,6;1,1;270;216,7;23,9
;;;00:05:48;19,01;449,6;1,1;272;216,3;24,0
;;;00:05:48;19,03;449,6;1,1;272;216,3;24,0
;;;00:05:48;19,05;449,6;1,1;341;215,7;24,0
;;;00:05:49;19,07;449,6;1,1;311;215,2;24,0
;;;00:05:49;19,09;449,6;1,1;272;215,2;24,0
;;;00:05:49;19,11;449,6;1,1;272;214,8;24,0
;;;00:05:50;19,14;449,6;1,1;311;214,1;24,0
;;;00:05:50;19,16;449,6;1,1;280;214,1;24,0
;;;00:05:50;19,18;449,6;1,1;331;215,4;24,0
;;;00:05:50;19,20;449,6;1,1;422;217,4;24,0
;;;00:05:51;19,22;449,6;1,1;276;217,4;24,0
;;;00:05:51;19,24;449,6;1,1;341;217,4;24,0
;;;00:05:51;19,27;449,6;1,1;247;216,7;24,0
;;;00:05:52;19,29;449,6;1,1;285;216,3;24,0
;;;00:05:52;19,31;449,6;1,1;272;216,3;24,0
;;;00:05:52;19,33;449,6;1,1;238;215,6;24,6
;;;00:05:53;19,36;449,6;1,1;264;215,2;25,0
;;;00:05:53;19,38;449,6;1,1;341;215,2;25,0
;;;00:05:53;19,40;449,6;1,1;272;216,1;24,1
;;;00:05:54;19,42;449,6;1,1;311;216,3;23,9
;;;00:05:54;19,44;449,6;1,1;272;216,3;23,9
;;;00:05:54;19,46;449,6;1,1;341;216,3;23,9
;;;00:05:55;19,48;449,6;1,1;272;216,3;23,9
;;;00:05:55;19,50;449,6;1,1;271;216,3;23,9
;;;00:05:55;19,52;449,6;1,1;310;218,0;23,9
;;;00:05:56;19,55;449,6;1,1;272;220,6;24,0
;;;00:05:56;19,57;449,6;1,1;311;220,6;24,0
;;;00:05:56;19,59;449,6;1,1;422;220,6;24,0
;;;00:05:56;19,61;449,6;1,1;331;218,4;23,9
;;;00:05:57;19,64;449,6;1,1;260;218,4;23,9
;;;00:05:57;19,66;449,6;1,1;357;218,4;23,7
;;;00:05:58;19,70;449,6;1,1;200;218,4;23,0
;;;00:05:58;19,72;449,6;1,1;213;218,4;23,0
;;;00:05:58;19,75;449,6;1,1;270;219,5;22,9
;;;00:05:59;19,77;449,6;1,1;285;219,5;22,9
;;;00:05:59;19,79;449,6;1,1;272;219,5;22,9
;;;00:05:59;19,81;449,6;1,1;341;217,4;24,0
;;;00:06:00;19,83;449,6;1,1;272;217,4;24,0
;;;00:06:00;19,85;449,6;1,1;311;217,4;24,0
;;;00:06:00;19,87;449,6;1,1;272;218,7;23,2
;;;00:06:01;19,90;449,6;1,1;272;219,5;22,8
;;;00:06:01;19,92;449,6;1,1;316;219,5;22,8
;;;00:06:01;19,95;449,6;1,1;259;218,6;22,9
;;;00:06:02;19,97;449,6;1,1;311;218,4;22,9
;;;00:06:02;19,99;449,6;1,1;229;218,3;23,1
;;;00:06:02;20,01;449,6;1,1;341;217,4;24,0
;;;00:06:03;20,03;449,6;1,1;272;217,4;24,0
;;;00:06:03;20,06;449,6;1,1;316;217,4;24,0
;;;00:06:04;20,09;449,6;1,1;200;219,5;23,9
;;;00:06:05;20,15;449,6;1,1;143;218,7;23,8
;;;00:06:06;20,17;449,6;1,1;242;221,3;22,8
;;;00:06:06;20,20;449,6;1,1;170;221,7;22,7
;;;00:06:06;20,22;449,6;1,1;369;222,2;23,3
;;;00:06:07;20,24;449,6;1,1;247;222,8;24,0
;;;00:06:07;20,27;449,6;1,1;134;223,3;23,7
;;;00:06:08;20,30;449,6;1,1;221;225,1;22,8
;;;00:06:09;20,32;449,6;1,1;165;227,1;22,3
;;;00:06:09;20,36;449,6;1,1;274;227,1;22,3
;;;00:06:09;20,38;449,6;1,1;287;225,1;22,7
;;;00:06:10;20,41;449,6;1,1;301;223,8;23,0
;;;00:06:11;20,44;449,6;1,1;212;224,7;23,0
;;;00:06:11;20,46;449,6;1,1;144;224,7;23,0
;;;00:06:12;20,48;449,6;1,1;176;223,8;23,0
;;;00:06:12;20,50;449,6;1,1;180;223,4;23,1
;;;00:06:13;20,52;449,6;1,1;176;220,6;24,0
;;;00:06:13;20,55;449,6;1,1;158;220,6;24,0
;;;00:06:14;20,58;449,6;1,1;175;221,7;23,9
;;;00:06:14;20,60;449,6;1,1;265;222,8;23,8
;;;00:06:15;20,63;449,6;1,1;151;229,2;22,9
;;;00:06:15;20,65;449,6;1,1;194;229,2;22,9
;;;00:06:16;20,67;449,6;1,1;189;229,2;23,0
;;;00:06:16;20,69;449,6;1,1;170;225,5;23,0
;;;00:06:17;20,71;449,6;1,1;201;221,7;23,0
;;;00:06:18;20,74;449,6;1,1;201;222,4;23,6
;;;00:06:18;20,76;449,6;1,1;195;222,8;23,9
;;;00:06:19;20,78;449,6;1,1;201;222,8;23,9
;;;00:06:19;20,80;449,6;1,1;170;222,8;24,0
;;;00:06:19;20,82;449,6;1,1;219;222,8;24,0
;;;00:06:20;20,84;449,6;1,1;162;222,8;24,0
;;;00:06:21;20,87;449,6;1,1;186;222,8;23,4
;;;00:06:21;20,89;449,6;1,1;142;222,8;23,0
;;;00:06:22;20,91;449,6;1,1;242;220,6;23,8
;;;00:06:22;20,93;449,6;1,1;144;220,6;23,8
;;;00:06:23;20,96;449,6;1,1;138;220,6;23,9
;;;00:06:23;20,98;449,6;1,1;201;220,6;24,0
;;;00:06:24;21,00;449,6;1,1;195;221,5;23,9
;;;00:06:24;21,02;449,6;1,1;182;221,7;23,9
;;;00:06:25;21,04;449,6;1,1;158;221,7;24,0
;;;00:06:25;21,06;449,6;1,1;164;221,7;24,0
;;;00:06:26;21,09;449,6;1,1;170;221,7;24,0
;;;00:06:26;21,11;449,6;1,1;176;221,7;24,0
;;;00:06:27;21,13;449,6;1,1;194;220,6;23,0
;;;00:06:27;21,15;449,6;1,1;219;220,6;23,0
;;;00:06:28;21,18;449,6;1,1;174;220,6;23,0
;;;00:06:28;21,20;449,6;1,1;154;220,6;23,0
;;;00:06:29;21,22;449,6;1,1;158;222,8;23,0
;;;00:06:29;21,24;449,6;1,1;195;222,8;23,0
;;;00:06:30;21,26;449,6;1,1;205;222,8;23,0
;;;00:06:30;21,28;449,6;1,1;207;222,8;23,0
;;;00:06:31;21,30;449,6;1,1;162;223,7;23,0
;;;00:06:31;21,32;449,6;1,1;213;223,8;23,0
