Synthèse;;;;;;;;;;;
ID;Chantier;Contrat;Nom / numéro pieu;Diamètre;Date début;Fin pieu;Durée totale;Longueur pieu;Volume béton;Surconsommation;Coups
;;;; mm;;;; m; m3; %;
300;GOLDEN GLOVER;60159;P215;460;12.02.2021 11:46;12.02.2021 12:18;00:31:54;26.02;5.004;14;139
301;GOLDEN GLOVER;60159;P217;460;12.02.2021 10:49;12.02.2021 11:26;00:36:09;26.02;4.752;10;132
302;GOLDEN GLOVER;60159;P177;460;12.02.2021 10:08;12.02.2021 10:47;00:39:07;26.04;5.04;15;140
303;GOLDEN GLOVER;60159;P219-1;460;12.02.2021 09:24;12.02.2021 09:56;00:31:33;26.02;4.932;13;137
304;GOLDEN GLOVER;60159;P219;460;11.02.2021 17:01;12.02.2021 09:24;16:22:25;26.02;0.252;-100;7
305;GOLDEN GLOVER;60159;P180-2;460;11.02.2021 16:26;11.02.2021 17:00;00:33:28;26.02;4.896;12;136
306;GOLDEN GLOVER;60159;P180-1;460;11.02.2021 16:09;11.02.2021 16:26;00:17:33;26.05;2.052;-65;57
307;GOLDEN GLOVER;60159;P180;460;11.02.2021 15:49;11.02.2021 16:09;00:19:10;26.04;1.908;-63;53
308;GOLDEN GLOVER;60159;P221-1;460;11.02.2021 15:21;11.02.2021 15:49;00:28:19;26;4.896;13;136
309;GOLDEN GLOVER;60159;P221;460;11.02.2021 15:01;11.02.2021 15:18;00:16:53;26.02;2.088;-59;58
310;GOLDEN GLOVER;60159;P223-1;460;11.02.2021 14:39;11.02.2021 15:00;00:21:19;26.04;4.788;11;133
311;GOLDEN GLOVER;60159;P223;460;11.02.2021 13:51;11.02.2021 14:38;00:47:03;26.01;0.36;-100;10
312;GOLDEN GLOVER;60159;P206;460;11.02.2021 12:12;11.02.2021 13:44;01:31:36;26.04;4.824;11;134
313;GOLDEN GLOVER;60159;P12-1;460;11.02.2021 11:37;11.02.2021 12:02;00:24:50;26.01;5.004;16;139
314;GOLDEN GLOVER;60159;P12;460;11.02.2021 10:54;11.02.2021 11:37;00:42:12;26.02;2.268;-51;63
315;GOLDEN GLOVER;60159;P14;460;11.02.2021 10:06;11.02.2021 10:53;00:47:29;26.04;4.608;6;128
316;GOLDEN GLOVER;60159;P16;460;11.02.2021 09:36;11.02.2021 10:05;00:28:56;26.02;4.86;9;135
317;GOLDEN GLOVER;60159;P18;460;11.02.2021 09:09;11.02.2021 09:36;00:27:43;26.02;5.076;15;141
318;GOLDEN GLOVER;60159;P20;460;11.02.2021 08:11;11.02.2021 09:08;00:56:31;26.01;4.896;12;136
319;GOLDEN GLOVER;60159;P120;460;10.02.2021 16:19;10.02.2021 16:53;00:34:28;26.02;5.616;11;156
320;GOLDEN GLOVER;60159;P176;460;10.02.2021 15:42;10.02.2021 16:07;00:24:58;26.05;4.824;10;134
321;GOLDEN GLOVER;60159;P179;460;10.02.2021 15:19;10.02.2021 15:39;00:19:33;26.05;4.968;13;138
322;GOLDEN GLOVER;60159;P182;460;10.02.2021 14:30;10.02.2021 15:08;00:38:23;26.01;5.22;19;145
323;GOLDEN GLOVER;60159;P186;460;10.02.2021 13:54;10.02.2021 14:22;00:28:02;26.01;4.896;10;136
324;GOLDEN GLOVER;60159;P11;460;10.02.2021 11:57;10.02.2021 13:48;01:50:53;26.02;4.896;12;136
325;GOLDEN GLOVER;60159;P13;460;10.02.2021 10:18;10.02.2021 11:51;01:32:49;26;4.824;12;134
326;GOLDEN GLOVER;60159;P15;460;10.02.2021 09:45;10.02.2021 10:17;00:32:14;26.03;4.932;13;137
327;GOLDEN GLOVER;60159;P17-2;460;10.02.2021 09:21;10.02.2021 09:45;00:24:03;26.02;4.86;11;135
328;GOLDEN GLOVER;60159;P17-1;460;10.02.2021 08:51;10.02.2021 09:21;00:29:39;26.05;1.332;-74;37
329;GOLDEN GLOVER;60159;P17;460;09.02.2021 16:14;10.02.2021 08:51;16:36:29;26.03;0;-100;0
330;GOLDEN GLOVER;60159;P19-1;460;09.02.2021 15:51;09.02.2021 16:12;00:20:47;26.03;4.716;9;131
331;GOLDEN GLOVER;60159;P19;460;09.02.2021 14:40;09.02.2021 15:51;01:10:58;26.02;0.288;-93;8
332;GOLDEN GLOVER;60159;P21-1;460;09.02.2021 14:15;09.02.2021 14:39;00:23:58;26.01;4.788;9;133
333;GOLDEN GLOVER;60159;P21;460;09.02.2021 12:27;09.02.2021 14:15;01:48:08;26.05;1.584;-68;44
334;GOLDEN GLOVER;60159;P146;460;09.02.2021 11:33;09.02.2021 12:10;00:37:40;26.06;4.968;13;138
335;GOLDEN GLOVER;60159;P149;460;09.02.2021 10:30;09.02.2021 11:32;01:02:59;26.01;5.112;16;142
336;GOLDEN GLOVER;60159;P122;460;09.02.2021 09:33;09.02.2021 10:25;00:51:35;26.05;5.076;17;141
337;GOLDEN GLOVER;60159;P96;460;09.02.2021 07:58;09.02.2021 09:33;01:35:36;26.03;5.04;14;140
338;GOLDEN GLOVER;60159;P92;460;08.02.2021 16:24;08.02.2021 17:57;01:33:03;26.01;10.656;10;296
339;GOLDEN GLOVER;60159;P151;460;08.02.2021 15:44;08.02.2021 16:23;00:39:19;26;4.86;12;135
340;GOLDEN GLOVER;60159;P125-3;460;08.02.2021 15:04;08.02.2021 15:43;00:39:50;26.06;4.932;14;137
341;GOLDEN GLOVER;60159;P125-2;460;08.02.2021 14:35;08.02.2021 15:03;00:28:08;26.01;1.872;-62;52
342;GOLDEN GLOVER;60159;P125-1;460;08.02.2021 14:17;08.02.2021 14:35;00:18:21;26;1.692;-66;47
343;GOLDEN GLOVER;60159;P125;460;08.02.2021 14:02;08.02.2021 14:17;00:14:44;26.01;1.044;-81;29
344;GOLDEN GLOVER;60159;P156;460;08.02.2021 11:44;08.02.2021 12:41;00:57:05;26.08;5.256;9;146
345;GOLDEN GLOVER;60159;P218-2;460;08.02.2021 10:08;08.02.2021 11:41;01:32:34;26.04;4.968;15;138
346;GOLDEN GLOVER;60159;P218-1;460;08.02.2021 09:06;08.02.2021 10:08;01:01:40;4.59;0.576;0;16
347;GOLDEN GLOVER;60159;P218;460;05.02.2021 16:39;08.02.2021 09:06;64:26:43;26.02;0;-100;0
348;GOLDEN GLOVER;60159;P220;460;05.02.2021 15:43;05.02.2021 16:12;00:28:58;26.04;5.004;8;139
349;GOLDEN GLOVER;60159;P222;460;05.02.2021 14:51;05.02.2021 15:43;00:51:55;26.02;4.968;12;138
350;GOLDEN GLOVER;60159;P224;460;05.02.2021 14:12;05.02.2021 14:51;00:39:12;26.06;5.148;16;143
351;GOLDEN GLOVER;60159;P172;460;05.02.2021 13:25;05.02.2021 14:08;00:42:52;26.02;5.076;16;141
352;GOLDEN GLOVER;60159;P175;460;05.02.2021 11:43;05.02.2021 13:25;01:42:06;26.01;4.932;12;137
353;GOLDEN GLOVER;60159;P178-1;460;05.02.2021 11:00;05.02.2021 11:40;00:40:04;26.02;5.796;32;161
354;GOLDEN GLOVER;60159;P178;460;05.02.2021 10:41;05.02.2021 11:00;00:19:00;6.03;0;-100;0
355;GOLDEN GLOVER;60159;P181;460;05.02.2021 10:03;05.02.2021 10:39;00:36:11;26.17;5.148;16;143
356;GOLDEN GLOVER;60159;P184;460;05.02.2021 09:19;05.02.2021 09:59;00:40:19;26.02;4.896;10;136
357;GOLDEN GLOVER;60159;P187;460;05.02.2021 08:26;05.02.2021 09:12;00:46:24;26.04;5.148;16;143
358;GOLDEN GLOVER;60159;P60;460;04.02.2021 15:16;04.02.2021 15:56;00:39:49;26.07;6.265;21;179
359;GOLDEN GLOVER;60159;P63;460;04.02.2021 14:34;04.02.2021 15:08;00:33:35;26.04;5.215;19;149
360;GOLDEN GLOVER;60159;P67;460;04.02.2021 13:55;04.02.2021 14:32;00:37:30;25.99;5.1;16;150
361;GOLDEN GLOVER;60159;P150;460;04.02.2021 12:09;04.02.2021 12:34;00:24:50;26.01;5.202;18;153
362;GOLDEN GLOVER;60159;P123;460;04.02.2021 11:28;04.02.2021 12:09;00:40:44;26.03;5.338;19;157
363;GOLDEN GLOVER;60159;P155;460;04.02.2021 10:58;04.02.2021 11:28;00:30:49;26.02;5.202;17;153
364;GOLDEN GLOVER;60159;P128-3;460;04.02.2021 10:17;04.02.2021 10:54;00:36:34;26.04;5.066;15;149
365;GOLDEN GLOVER;60159;P128-2;460;04.02.2021 09:52;04.02.2021 10:17;00:24:22;26.02;1.02;-84;30
366;GOLDEN GLOVER;60159;P128-1;460;04.02.2021 08:59;04.02.2021 09:49;00:50:19;26.02;0;-100;0
367;GOLDEN GLOVER;60159;P128;460;04.02.2021 08:38;04.02.2021 08:59;00:21:07;6.01;0;-100;0
368;GOLDEN GLOVER;60159;P153;460;03.02.2021 17:07;03.02.2021 17:55;00:47:44;26.05;6.426;23;189
369;GOLDEN GLOVER;60159;P157;460;03.02.2021 16:31;03.02.2021 16:56;00:25:23;26.03;5.168;19;152
370;GOLDEN GLOVER;60159;P97;460;03.02.2021 14:47;03.02.2021 16:30;01:43:15;26.33;5.134;17;151
371;GOLDEN GLOVER;60159;P98;460;03.02.2021 14:01;03.02.2021 14:35;00:34:30;26.02;4.828;13;142
372;GOLDEN GLOVER;60159;P100;460;03.02.2021 13:22;03.02.2021 13:54;00:31:41;26.08;5.202;17;153
373;GOLDEN GLOVER;60159;P62;460;03.02.2021 11:43;03.02.2021 12:06;00:23:18;26.08;4.998;15;147
374;GOLDEN GLOVER;60159;P0;460;03.02.2021 11:28;03.02.2021 11:30;00:01:43;0;0;-100;0
375;GOLDEN GLOVER;60159;P64;460;03.02.2021 10:26;03.02.2021 11:19;00:52:37;26.02;5.44;23;160
376;GOLDEN GLOVER;60159;P66;460;03.02.2021 09:39;03.02.2021 10:07;00:27:52;26.09;5.338;21;157
377;GOLDEN GLOVER;60159;P68;460;03.02.2021 08:43;03.02.2021 09:16;00:33:36;26.01;5.372;22;158
378;GOLDEN GLOVER;60159;P152;460;02.02.2021 17:29;02.02.2021 17:58;00:29:34;18.96;0;-100;0
379;GOLDEN GLOVER;60159;P152;460;02.02.2021 17:22;02.02.2021 17:28;00:06:49;10;0.272;-84;8
380;GOLDEN GLOVER;60159;P152;460;02.02.2021 17:21;02.02.2021 17:21;00:00:14;0;0;-100;0
381;GOLDEN GLOVER;60159;P152;460;02.02.2021 15:36;02.02.2021 16:16;00:40:22;26.08;5.984;35;176
382;GOLDEN GLOVER;60159;P154;460;02.02.2021 14:44;02.02.2021 15:23;00:39:40;25.94;6.12;41;180
383;GOLDEN GLOVER;60159;P158;460;02.02.2021 13:42;02.02.2021 14:34;00:51:51;25.9;5.202;21;153
384;GOLDEN GLOVER;60159;P95;460;02.02.2021 10:23;02.02.2021 12:21;01:57:47;26.05;5.644;30;166
385;GOLDEN GLOVER;60159;P97;460;02.02.2021 09:26;02.02.2021 10:10;00:44:26;26.05;6.222;43;183
386;GOLDEN GLOVER;60159;P99;460;02.02.2021 08:14;02.02.2021 09:19;01:04:39;26.02;5.644;31;166
387;GOLDEN GLOVER;60159;P127;460;01.02.2021 17:24;01.02.2021 17:27;00:03:05;0;0;-100;0
388;GOLDEN GLOVER;60159;P127;460;01.02.2021 17:22;01.02.2021 17:23;00:01:39;0;0;-100;0
389;GOLDEN GLOVER;60159;P127;460;01.02.2021 15:30;01.02.2021 16:53;01:23:02;26.1;5.848;33;172
390;GOLDEN GLOVER;60159;P129;460;01.02.2021 14:16;01.02.2021 14:55;00:38:43;26.01;6.188;43;182
391;GOLDEN GLOVER;60159;P70-3;460;01.02.2021 11:24;01.02.2021 14:16;02:51:25;26.1;5.44;25;160
392;GOLDEN GLOVER;60159;P70-3;460;01.02.2021 11:24;01.02.2021 11:24;00:00:42;26.99;0;-100;0
393;GOLDEN GLOVER;60159;P70;460;01.02.2021 10:23;01.02.2021 11:11;00:47:49;26.04;0.136;-97;4
394;GOLDEN GLOVER;60159;P70;460;01.02.2021 09:43;01.02.2021 09:44;00:01:12;0;0;-100;0
395;GOLDEN GLOVER;60159;P70;460;01.02.2021 09:19;01.02.2021 09:40;00:20:15;26.04;0;-100;0
396;GOLDEN GLOVER;60159;0;460;01.02.2021 08:33;01.02.2021 08:35;00:02:31;0.87;0;-100;0
397;GOLDEN GLOVER;60159;0;460;01.02.2021 08:31;01.02.2021 08:33;00:01:33;0.66;0;-100;0
398;GOLDEN GLOVER;60159;0;460;01.02.2021 08:31;01.02.2021 08:31;00:00:30;0;0;-100;0
399;GOLDEN GLOVER;60159;P70-2;459;01.02.2021 08:19;01.02.2021 08:21;00:01:59;0;0;-100;0
400;GOLDEN GLOVER;60159;P70-2;459;29.01.2021 15:51;29.01.2021 16:36;00:44:36;26.06;0.748;-89;22
401;GOLDEN GLOVER;60159;P70-1;459;29.01.2021 15:44;29.01.2021 15:51;00:06:48;3.83;0;-100;0
402;GOLDEN GLOVER;60159;P70;459;29.01.2021 15:07;29.01.2021 15:44;00:36:31;26.05;0;-100;0
403;GOLDEN GLOVER;60159;P129-10;459;29.01.2021 14:22;29.01.2021 15:07;00:45:15;26.21;0.51;-92;15
404;GOLDEN GLOVER;60159;P129-9;459;29.01.2021 14:07;29.01.2021 14:22;00:15:08;26.29;0.578;-87;17
405;GOLDEN GLOVER;60159;P129-8;459;29.01.2021 13:39;29.01.2021 14:06;00:27:21;26.53;0.816;-87;24
406;GOLDEN GLOVER;60159;P129-7;459;29.01.2021 11:35;29.01.2021 13:39;02:03:54;26.51;1.394;-67;41
407;GOLDEN GLOVER;60159;P69;459;29.01.2021 09:54;29.01.2021 11:20;01:26:05;26.52;8.126;85;239
408;GOLDEN GLOVER;60159;P129-5;459;29.01.2021 08:08;29.01.2021 09:54;01:45:27;27.02;0;-100;0
409;GOLDEN GLOVER;60159;P129-4;459;28.01.2021 16:57;28.01.2021 17:39;00:42:30;26.04;1.156;-84;34
410;GOLDEN GLOVER;60159;P129-3;459;28.01.2021 16:29;28.01.2021 16:56;00:27:15;26.51;1.326;-69;39
411;GOLDEN GLOVER;60159;P129-2;459;28.01.2021 16:07;28.01.2021 16:29;00:21:31;26.03;1.19;-73;35
412;GOLDEN GLOVER;60159;P129;459;28.01.2021 15:42;28.01.2021 16:07;00:24:31;26.22;1.224;-73;36
413;GOLDEN GLOVER;60159;P71-6;459;28.01.2021 13:34;28.01.2021 15:39;02:04:48;26.02;8.296;64;244
414;GOLDEN GLOVER;60159;P71-5;459;28.01.2021 13:13;28.01.2021 13:33;00:20:38;25.96;1.054;-75;31
415;GOLDEN GLOVER;60159;P71-4;459;28.01.2021 11:19;28.01.2021 13:13;01:53:14;26.04;1.53;-64;45
416;GOLDEN GLOVER;60159;P71-3;459;28.01.2021 10:19;28.01.2021 10:44;00:24:55;26.02;0.408;-91;12
417;GOLDEN GLOVER;60159;P71-2;459;28.01.2021 09:56;28.01.2021 10:19;00:22:25;26.01;0.442;-90;13
418;GOLDEN GLOVER;60159;P71;459;28.01.2021 09:24;28.01.2021 09:56;00:31:52;26.02;0.884;-80;26
419;GOLDEN GLOVER;60159;TEST11;459;28.01.2021 08:02;28.01.2021 09:24;01:21:41;2.08;0;-100;0
420;GOLDEN GLOVER;60159;TEST11;459;28.01.2021 08:00;28.01.2021 08:01;00:01:26;0;0;-100;0
421;GOLDEN GLOVER;60159;TEST10;459;28.01.2021 07:59;28.01.2021 07:59;00:00:37;5;0;-100;0
422;GOLDEN GLOVER;60159;TEST10;459;27.01.2021 17:36;28.01.2021 07:58;14:22:22;5.23;0;-100;0
423;GOLDEN GLOVER;60159;TEST9;459;27.01.2021 17:27;27.01.2021 17:34;00:06:51;5;0;-100;0
424;GOLDEN GLOVER;60159;TEST9;459;27.01.2021 14:44;27.01.2021 17:22;02:38:18;35.07;0;-100;0
425;GOLDEN GLOVER;60159;TEST8;459;27.01.2021 14:42;27.01.2021 14:44;00:01:34;3.09;0;-100;0
426;GOLDEN GLOVER;60159;TEST8;459;27.01.2021 14:40;27.01.2021 14:42;00:02:26;5.89;0.782;-38;23
427;GOLDEN GLOVER;60159;TEST7;459;27.01.2021 14:35;27.01.2021 14:39;00:03:24;10.58;1.87;-3;55
428;GOLDEN GLOVER;60159;TEST6;459;27.01.2021 14:29;27.01.2021 14:35;00:05:57;8.78;4.522;179;133
429;GOLDEN GLOVER;60159;TEST5;459;27.01.2021 14:24;27.01.2021 14:28;00:03:56;10.92;2.278;-10;67
430;GOLDEN GLOVER;60159;TEST4;459;27.01.2021 14:13;27.01.2021 14:24;00:11:00;23.67;3.502;-12;103
431;GOLDEN GLOVER;60159;TEST3;459;27.01.2021 14:00;27.01.2021 14:08;00:07:49;5.11;0;-100;0
432;GOLDEN GLOVER;60159;TEST2;459;27.01.2021 13:56;27.01.2021 14:00;00:03:32;4.92;0;-100;0
433;GOLDEN GLOVER;60159;TEST2;459;27.01.2021 13:45;27.01.2021 13:55;00:10:40;36.04;0;-100;0
434;GOLDEN GLOVER;60159;TEST1;459;27.01.2021 12:20;27.01.2021 12:25;00:05:20;19.98;0;-100;0
435;GOLDEN GLOVER;60159;TEST1;459;27.01.2021 12:07;27.01.2021 12:18;00:11:10;0;0;-100;0
436;GOLDEN GLOVER;60159;TEST1;459;27.01.2021 12:05;27.01.2021 12:06;00:01:47;0.96;0;-100;0
437;GOLDEN GLOVER;60159;TEST1;459;27.01.2021 11:59;27.01.2021 12:04;00:05:16;1.88;0;-100;0
438;GOLDEN GLOVER;60159;TEST;459;27.01.2021 11:49;27.01.2021 11:59;00:09:21;0;0;-100;0
439;GOLDEN GLOVER;60159;TEST;459;27.01.2021 11:47;27.01.2021 11:49;00:01:39;0;0;-100;0
440;GOLDEN GLOVER;60159;TEST;920;27.01.2021 10:55;27.01.2021 11:22;00:26:34;0;0;-100;0
