;;;Temps;Profondeur (m);Surconsommation (%);Pression béton (bar);Vitesse d'avancement (m/h);Couple de rotation (bar);Vitesse de rotation (rev/min)
;;;00:07:59;5,20;337,7;1,2;211;81,3;11,9
;;;00:08:00;5,22;337,7;1,2;202;81,3;11,9
;;;00:08:00;5,24;337,7;1,2;268;86,7;12,0
;;;00:08:01;5,26;337,7;1,2;227;86,7;12,0
;;;00:08:01;5,29;337,7;1,2;257;104,0;12,0
;;;00:08:01;5,31;337,7;1,2;263;116,9;12,0
;;;00:08:02;5,33;337,7;1,2;341;116,9;12,0
;;;00:08:02;5,35;337,7;1,2;272;129,9;15,2
;;;00:08:02;5,38;337,7;1,2;311;149,3;20,0
;;;00:08:03;5,40;337,7;1,2;251;149,3;20,0
;;;00:08:03;5,42;337,7;1,2;272;145,4;19,9
;;;00:08:03;5,45;337,7;1,2;265;139,6;19,9
;;;00:08:04;5,48;337,7;1,2;352;141,0;19,9
;;;00:08:04;5,50;337,7;1,2;310;149,3;20,0
;;;00:08:05;5,53;337,7;1,2;250;149,3;20,0
;;;00:08:05;5,56;337,7;1,2;237;152,0;19,9
;;;00:08:05;5,58;337,7;1,2;221;154,7;19,9
;;;00:08:06;5,60;337,7;1,2;272;154,7;19,9
;;;00:08:06;5,62;337,7;1,2;290;152,0;19,9
;;;00:08:06;5,64;337,7;1,2;272;149,3;20,0
;;;00:08:07;5,67;337,7;1,2;284;149,3;20,0
;;;00:08:07;5,69;337,7;1,2;188;137,3;20,0
;;;00:08:07;5,71;337,7;1,2;243;135,3;20,0
;;;00:08:08;5,74;337,7;1,2;201;135,3;20,0
;;;00:08:08;5,76;337,7;1,2;219;135,3;20,0
;;;00:08:09;5,78;337,7;1,2;292;135,3;20,0
;;;00:08:09;5,80;337,7;1,2;251;137,1;19,9
;;;00:08:09;5,82;337,7;1,2;311;137,4;19,9
;;;00:08:10;5,85;337,7;1,2;272;137,4;19,9
;;;00:08:10;5,87;337,7;1,2;272;142,8;20,0
;;;00:08:10;5,89;337,7;1,2;338;142,8;20,0
;;;00:08:11;5,91;337,7;1,2;302;142,8;20,0
;;;00:08:11;5,94;337,7;1,2;350;146,1;20,0
;;;00:08:11;5,97;337,7;1,2;350;148,2;19,9
;;;00:08:12;5,99;337,7;1,2;331;148,2;19,9
;;;00:08:12;6,02;337,7;1,2;551;145,0;20,0
;;;00:08:12;6,05;337,7;1,2;383;141,8;20,0
;;;00:08:12;6,08;337,7;1,2;408;141,8;20,0
;;;00:08:13;6,10;337,7;1,2;453;141,8;20,0
;;;00:08:13;6,13;337,7;1,2;404;136,6;19,9
;;;00:08:13;6,15;337,7;1,2;437;135,3;19,9
;;;00:08:14;6,18;337,7;1,2;360;135,3;19,9
;;;00:08:14;6,21;337,7;1,2;448;129,7;19,9
;;;00:08:14;6,24;337,7;1,2;389;121,2;19,9
;;;00:08:15;6,26;337,7;1,2;331;121,2;19,9
;;;00:08:15;6,29;337,7;1,2;350;121,0;19,9
;;;00:08:15;6,32;337,7;1,2;450;120,2;19,8
;;;00:08:15;6,35;337,7;1,2;438;120,2;19,8
;;;00:08:16;6,37;337,7;1,2;380;120,2;19,8
;;;00:08:16;6,40;337,7;1,2;370;120,2;20,0
;;;00:08:16;6,42;337,7;1,2;487;120,2;20,0
;;;00:08:17;6,45;337,7;1,2;370;120,2;20,0
;;;00:08:17;6,47;337,7;1,2;487;120,2;20,0
;;;00:08:17;6,50;337,7;1,2;551;173,1;26,0
;;;00:08:17;6,52;337,7;1,2;487;173,1;26,0
;;;00:08:17;6,54;337,7;1,2;389;173,1;26,0
;;;00:08:18;6,56;337,7;1,2;487;173,1;26,0
;;;00:08:18;6,58;337,7;1,2;365;173,1;26,0
;;;00:08:18;6,60;337,7;1,2;487;169,8;25,8
;;;00:08:18;6,62;337,7;1,2;487;169,8;25,8
;;;00:08:18;6,65;337,7;1,2;584;169,8;25,8
;;;00:08:19;6,67;337,7;1,2;373;169,8;25,8
;;;00:08:19;6,69;337,7;1,2;357;159,0;26,6
;;;00:08:19;6,72;337,7;1,2;470;153,6;27,0
;;;00:08:19;6,74;337,7;1,2;608;153,6;27,0
;;;00:08:20;6,76;337,7;1,2;398;153,6;27,0
;;;00:08:20;6,78;337,7;1,2;433;153,6;27,0
;;;00:08:20;6,80;337,7;1,2;438;152,2;26,3
;;;00:08:20;6,82;337,7;1,2;484;151,5;25,9
;;;00:08:20;6,86;337,7;1,2;389;151,5;25,9
;;;00:08:21;6,88;337,7;1,2;371;151,5;25,9
;;;00:08:21;6,91;337,7;1,2;297;151,0;26,1
;;;00:08:21;6,93;337,7;1,2;487;149,3;26,8
;;;00:08:21;6,95;337,7;1,2;503;149,3;26,8
;;;00:08:21;6,98;337,7;1,2;551;149,3;26,8
;;;00:08:22;7,00;337,7;1,2;438;149,3;26,8
;;;00:08:22;7,02;337,7;1,2;519;149,7;26,8
;;;00:08:22;7,05;337,7;1,2;389;150,4;27,0
;;;00:08:22;7,07;337,7;1,2;487;150,4;27,0
;;;00:08:23;7,10;337,7;1,2;302;150,4;27,0
;;;00:08:23;7,12;337,7;1,2;487;150,4;27,0
;;;00:08:23;7,15;337,7;1,2;616;146,1;25,9
;;;00:08:23;7,17;337,7;1,2;422;146,1;25,9
;;;00:08:23;7,19;337,7;1,2;535;146,1;25,9
;;;00:08:24;7,22;337,7;1,2;401;146,1;25,9
;;;00:08:24;7,24;337,7;1,2;519;146,1;25,9
;;;00:08:24;7,26;337,7;1,2;487;145,0;26,8
;;;00:08:24;7,28;337,7;1,2;551;145,0;26,8
;;;00:08:24;7,31;337,7;1,2;402;145,0;26,8
;;;00:08:25;7,33;337,7;1,2;542;145,0;26,8
;;;00:08:25;7,35;337,7;1,2;411;144,7;26,9
;;;00:08:25;7,37;337,7;1,2;616;143,9;27,0
;;;00:08:25;7,40;337,7;1,2;519;143,9;27,0
;;;00:08:25;7,42;337,7;1,2;422;143,9;27,0
;;;00:08:26;7,45;337,7;1,2;551;143,9;27,0
;;;00:08:26;7,47;337,7;1,2;414;143,7;26,7
;;;00:08:26;7,49;337,7;1,2;1362;142,8;25,9
;;;00:08:26;7,52;337,7;1,2;428;142,8;25,9
;;;00:08:26;7,54;337,7;1,2;453;142,8;25,9
;;;00:08:27;7,57;337,7;1,2;762;142,8;25,9
;;;00:08:27;7,61;337,7;1,2;548;144,8;26,0
;;;00:08:27;7,64;337,7;1,2;396;146,1;26,0
;;;00:08:28;7,67;337,7;1,2;409;146,1;26,0
;;;00:08:28;7,69;337,7;1,2;1362;146,1;26,0
;;;00:08:28;7,73;337,7;1,2;597;146,1;26,0
;;;00:08:28;7,76;337,7;1,2;492;146,1;26,0
;;;00:08:28;7,78;337,7;1,2;414;146,1;26,0
;;;00:08:29;7,80;337,7;1,2;568;146,1;26,0
;;;00:08:29;7,83;337,7;1,2;568;146,1;26,0
;;;00:08:29;7,85;337,7;1,2;438;148,2;27,9
;;;00:08:29;7,88;337,7;1,2;519;148,2;27,9
;;;00:08:29;7,90;337,7;1,2;426;148,2;27,9
;;;00:08:30;7,93;337,7;1,2;551;148,2;27,9
;;;00:08:30;7,95;337,7;1,2;487;147,5;27,6
;;;00:08:30;7,98;337,7;1,2;616;146,1;27,0
;;;00:08:30;8,00;337,7;1,2;616;146,1;27,0
;;;00:08:30;8,03;337,7;1,2;474;146,1;27,0
;;;00:08:31;8,05;337,7;1,2;568;146,1;27,0
;;;00:08:31;8,08;337,7;1,2;583;147,5;26,9
;;;00:08:31;8,10;337,7;1,2;466;150,4;26,9
;;;00:08:31;8,13;337,7;1,2;547;150,4;26,9
;;;00:08:31;8,15;337,7;1,2;584;150,4;26,9
;;;00:08:32;8,18;337,7;1,2;449;150,4;26,9
;;;00:08:32;8,20;337,7;1,2;616;150,0;26,9
;;;00:08:32;8,23;337,7;1,2;649;149,3;26,9
;;;00:08:32;8,25;337,7;1,2;568;149,3;26,9
;;;00:08:32;8,28;337,7;1,2;503;149,3;26,9
;;;00:08:33;8,31;337,7;1,2;600;149,3;26,9
;;;00:08:33;8,33;337,7;1,2;462;149,3;26,9
;;;00:08:33;8,36;337,7;1,2;568;149,3;26,9
;;;00:08:33;8,38;337,7;1,2;633;149,3;26,9
;;;00:08:34;8,41;337,7;1,2;487;149,3;26,9
;;;00:08:34;8,44;337,7;1,2;616;149,3;26,9
;;;00:08:34;8,47;337,7;1,2;511;149,3;26,9
;;;00:08:34;8,50;337,7;1,2;600;149,3;27,0
;;;00:08:34;8,53;337,7;1,2;754;149,3;27,0
;;;00:08:35;8,55;337,7;1,2;649;149,3;27,0
;;;00:08:35;8,58;337,7;1,2;487;149,3;27,0
;;;00:08:35;8,60;337,7;1,2;438;149,9;26,5
;;;00:08:35;8,63;337,7;1,2;632;150,4;25,9
;;;00:08:35;8,66;337,7;1,2;625;150,4;25,9
;;;00:08:36;8,69;337,7;1,2;392;150,4;25,9
;;;00:08:36;8,73;337,7;1,2;384;151,0;26,6
;;;00:08:36;8,76;337,7;1,2;405;151,5;27,0
;;;00:08:36;8,78;337,7;1,2;561;151,5;27,0
;;;00:08:37;8,81;337,7;1,2;503;151,5;27,0
;;;00:08:37;8,84;337,7;1,2;600;151,5;27,0
;;;00:08:37;8,86;337,7;1,2;462;149,9;26,2
;;;00:08:37;8,89;337,7;1,2;519;149,3;26,0
;;;00:08:37;8,91;337,7;1,2;649;149,3;26,0
;;;00:08:38;8,94;337,7;1,2;470;149,3;26,0
;;;00:08:38;8,96;337,7;1,2;584;149,3;26,0
;;;00:08:38;8,99;337,7;1,2;438;153,6;26,0
;;;00:08:38;9,02;337,7;1,2;633;153,6;26,0
;;;00:08:38;9,04;337,7;1,2;584;153,6;26,0
;;;00:08:39;9,07;337,7;1,2;454;153,6;26,0
;;;00:08:39;9,09;337,7;1,2;584;153,6;26,0
;;;00:08:39;9,12;337,7;1,2;487;152,6;26,8
;;;00:08:39;9,15;337,7;1,2;584;152,6;26,8
;;;00:08:39;9,17;337,7;1,2;584;152,6;26,8
;;;00:08:40;9,20;337,7;1,2;535;152,6;26,8
;;;00:08:40;9,23;337,7;1,2;600;152,6;26,8
;;;00:08:40;9,25;337,7;1,2;474;158,0;26,0
;;;00:08:40;9,28;337,7;1,2;584;158,0;26,0
;;;00:08:40;9,30;337,7;1,2;633;158,0;26,0
;;;00:08:41;9,33;337,7;1,2;535;158,0;26,0
;;;00:08:41;9,37;337,7;1,2;819;158,0;26,0
;;;00:08:41;9,40;337,7;1,2;669;159,0;25,9
;;;00:08:41;9,42;337,7;1,2;380;159,0;25,9
;;;00:08:42;9,45;337,7;1,2;649;159,0;25,9
;;;00:08:42;9,48;337,7;1,2;519;159,0;25,9
;;;00:08:42;9,50;337,7;1,2;599;159,4;25,9
;;;00:08:42;9,53;337,7;1,2;462;160,1;26,0
;;;00:08:42;9,55;337,7;1,2;616;160,1;26,0
;;;00:08:43;9,58;337,7;1,2;649;160,1;26,0
;;;00:08:43;9,61;337,7;1,2;519;160,1;26,0
;;;00:08:43;9,63;337,7;1,2;616;160,8;25,9
