;;;Temps;Profondeur (m);Surconsommation (%);Pression béton (bar);Vitesse d'avancement (m/h);Couple de rotation (bar);Vitesse de rotation (rev/min)
;;;00:08:43;9,66;337,7;1,2;462;162,3;25,9
;;;00:08:43;9,68;337,7;1,2;649;162,3;25,9
;;;00:08:44;9,71;337,7;1,2;649;162,3;25,9
;;;00:08:44;9,73;337,7;1,2;470;162,3;25,9
;;;00:08:44;9,76;337,7;1,2;616;163,0;25,9
;;;00:08:44;9,79;337,7;1,2;462;163,4;25,9
;;;00:08:44;9,81;337,7;1,2;641;163,4;25,9
;;;00:08:45;9,84;337,7;1,2;649;163,4;25,9
;;;00:08:45;9,87;337,7;1,2;487;163,4;25,9
;;;00:08:45;9,89;337,7;1,2;600;163,4;25,9
;;;00:08:45;9,92;337,7;1,2;462;163,4;25,9
;;;00:08:45;9,95;337,7;1,2;649;163,4;25,9
;;;00:08:46;9,99;337,7;1,2;778;163,4;25,9
;;;00:08:46;10,01;337,7;1,2;670;163,4;25,9
;;;00:08:46;10,05;337,7;1,2;441;163,4;25,9
;;;00:08:46;10,08;337,7;1,2;670;163,4;25,9
;;;00:08:47;10,10;337,7;1,2;541;163,4;25,9
;;;00:08:47;10,13;337,7;1,2;487;163,4;25,9
;;;00:08:47;10,16;337,7;1,2;633;163,7;25,9
;;;00:08:47;10,18;337,7;1,2;584;164,4;25,9
;;;00:08:47;10,21;337,7;1,2;454;164,4;25,9
;;;00:08:48;10,24;337,7;1,2;584;164,4;25,9
;;;00:08:48;10,26;337,7;1,2;450;164,4;25,9
;;;00:08:48;10,29;337,7;1,2;649;163,7;26,0
;;;00:08:48;10,31;337,7;1,2;519;163,4;26,0
;;;00:08:48;10,34;337,7;1,2;519;163,4;26,0
;;;00:08:49;10,37;337,7;1,2;616;163,4;26,0
;;;00:08:49;10,39;337,7;1,2;438;163,4;26,0
;;;00:08:49;10,42;337,7;1,2;568;164,1;26,6
;;;00:08:49;10,44;337,7;1,2;641;164,4;27,0
;;;00:08:49;10,47;337,7;1,2;470;164,4;27,0
;;;00:08:50;10,50;337,7;1,2;616;164,4;27,0
;;;00:08:50;10,52;337,7;1,2;438;164,4;27,0
;;;00:08:50;10,55;337,7;1,2;649;166,6;26,0
;;;00:08:50;10,57;337,7;1,2;584;166,6;26,0
;;;00:08:50;10,60;337,7;1,2;503;166,6;26,0
;;;00:08:51;10,62;337,7;1,2;616;166,6;26,0
;;;00:08:51;10,65;337,7;1,2;616;166,6;26,0
;;;00:08:51;10,68;337,7;1,2;438;165,8;25,9
;;;00:08:51;10,70;337,7;1,2;519;165,5;25,8
;;;00:08:51;10,74;337,7;1,2;762;165,5;25,8
;;;00:08:52;10,78;337,7;1,2;448;165,5;25,8
;;;00:08:52;10,80;337,7;1,2;363;166,8;26,5
;;;00:08:52;10,84;337,7;1,2;746;167,7;26,9
;;;00:08:52;10,87;337,7;1,2;649;167,7;26,9
;;;00:08:53;10,89;337,7;1,2;305;167,7;26,9
;;;00:08:53;10,92;337,7;1,2;1557;167,7;26,9
;;;00:08:53;10,95;337,7;1,2;474;167,7;25,9
;;;00:08:53;10,97;337,7;1,2;616;167,7;25,9
;;;00:08:53;11,00;337,7;1,2;649;167,7;25,9
;;;00:08:54;11,02;337,7;1,2;454;167,7;25,9
;;;00:08:54;11,05;337,7;1,2;551;167,7;25,9
;;;00:08:54;11,07;337,7;1,2;600;168,8;25,9
;;;00:08:54;11,10;337,7;1,2;450;168,8;25,9
;;;00:08:55;11,12;337,7;1,2;633;168,8;25,9
;;;00:08:55;11,15;337,7;1,2;584;168,8;25,9
;;;00:08:55;11,17;337,7;1,2;454;168,8;25,9
;;;00:08:55;11,20;337,7;1,2;551;169,8;26,0
;;;00:08:55;11,23;337,7;1,2;438;169,8;26,0
;;;00:08:56;11,25;337,7;1,2;633;169,8;26,0
;;;00:08:56;11,28;337,7;1,2;568;169,8;26,0
;;;00:08:56;11,30;337,7;1,2;487;169,8;26,0
;;;00:08:56;11,33;337,7;1,2;600;169,8;26,0
;;;00:08:56;11,35;337,7;1,2;438;169,8;26,0
;;;00:08:57;11,38;337,7;1,2;649;169,8;26,0
;;;00:08:57;11,40;337,7;1,2;561;169,8;26,0
;;;00:08:57;11,43;337,7;1,2;454;169,5;26,0
;;;00:08:57;11,45;337,7;1,2;616;168,8;25,9
;;;00:08:57;11,48;337,7;1,2;438;168,8;25,9
;;;00:08:58;11,50;337,7;1,2;519;168,8;25,9
;;;00:08:58;11,53;337,7;1,2;616;168,8;25,9
;;;00:08:58;11,55;337,7;1,2;422;168,8;25,9
;;;00:08:58;11,58;337,7;1,2;551;168,8;25,9
;;;00:08:58;11,60;337,7;1,2;438;168,8;25,9
;;;00:08:59;11,64;337,7;1,2;649;168,8;25,9
;;;00:08:59;11,67;337,7;1,2;467;168,8;26,1
;;;00:08:59;11,69;337,7;1,2;519;168,8;27,0
;;;00:08:59;11,72;337,7;1,2;1437;168,8;27,0
;;;00:08:59;11,74;337,7;1,2;1110;168,8;27,0
;;;00:09:00;11,78;337,7;1,2;598;168,8;27,0
;;;00:09:00;11,80;337,7;1,2;627;168,8;27,0
;;;00:09:00;11,84;337,7;1,2;560;170,9;26,9
;;;00:09:01;11,88;337,7;1,2;570;170,9;26,9
;;;00:09:01;11,90;337,7;1,2;519;170,9;26,9
;;;00:09:01;11,92;337,7;1,2;438;170,4;27,0
;;;00:09:01;11,95;337,7;1,2;616;168,8;27,0
;;;00:09:01;11,98;337,7;1,2;633;168,8;27,0
;;;00:09:02;12,00;337,7;1,2;568;168,8;27,0
;;;00:09:02;12,02;337,7;1,2;454;168,8;27,0
;;;00:09:02;12,05;337,7;1,2;438;170,4;27,0
;;;00:09:02;12,07;337,7;1,2;519;172,0;27,0
;;;00:09:02;12,10;337,7;1,2;519;172,0;27,0
;;;00:09:03;12,12;337,7;1,2;411;172,0;27,0
;;;00:09:03;12,15;337,7;1,2;508;172,0;27,0
;;;00:09:03;12,17;337,7;1,2;600;172,4;26,6
;;;00:09:03;12,19;337,7;1,2;414;173,1;26,0
;;;00:09:03;12,22;337,7;1,2;518;173,1;26,0
;;;00:09:04;12,24;337,7;1,2;519;173,1;26,0
;;;00:09:04;12,27;337,7;1,2;449;173,1;26,0
;;;00:09:04;12,29;337,7;1,2;597;173,8;26,0
;;;00:09:04;12,31;337,7;1,2;551;174,2;26,0
;;;00:09:04;12,34;337,7;1,2;426;174,2;26,0
;;;00:09:05;12,36;337,7;1,2;551;174,2;26,0
;;;00:09:05;12,39;337,7;1,2;616;174,2;26,0
;;;00:09:05;12,41;337,7;1,2;438;175,6;26,0
;;;00:09:05;12,43;337,7;1,2;568;176,3;26,0
;;;00:09:05;12,46;337,7;1,2;584;176,3;26,0
;;;00:09:06;12,48;337,7;1,2;414;176,3;26,0
;;;00:09:06;12,50;337,7;1,2;616;176,3;26,0
;;;00:09:06;12,53;337,7;1,2;616;174,9;26,6
;;;00:09:06;12,56;337,7;1,2;633;174,2;26,9
;;;00:09:06;12,59;337,7;1,2;573;174,2;26,9
;;;00:09:07;12,62;337,7;1,2;357;174,2;26,9
;;;00:09:07;12,64;337,7;1,2;492;174,9;26,6
;;;00:09:07;12,67;337,7;1,2;249;176,3;25,9
;;;00:09:07;12,69;337,7;1,2;551;176,3;25,9
;;;00:09:08;12,71;337,7;1,2;519;176,3;25,9
;;;00:09:08;12,73;337,7;1,2;422;176,3;25,9
;;;00:09:08;12,76;337,7;1,2;519;176,3;25,9
;;;00:09:08;12,78;337,7;1,2;389;176,3;25,9
;;;00:09:08;12,81;337,7;1,2;503;176,3;25,9
;;;00:09:09;12,83;337,7;1,2;551;176,3;25,9
;;;00:09:09;12,85;337,7;1,2;568;176,3;25,9
;;;00:09:09;12,88;337,7;1,2;454;176,3;25,9
;;;00:09:09;12,90;337,7;1,2;551;176,3;25,9
;;;00:09:09;12,92;337,7;1,2;412;176,3;25,9
;;;00:09:10;12,94;337,7;1,2;551;176,3;25,9
;;;00:09:10;12,97;337,7;1,2;551;176,3;25,9
;;;00:09:10;12,99;337,7;1,2;438;177,0;26,6
;;;00:09:10;13,01;337,7;1,2;519;177,4;27,0
;;;00:09:10;13,04;337,7;1,2;414;177,4;27,0
;;;00:09:11;13,06;337,7;1,2;519;177,4;27,0
;;;00:09:11;13,08;337,7;1,2;422;177,4;27,0
;;;00:09:11;13,10;337,7;1,2;519;176,7;27,0
;;;00:09:11;13,13;337,7;1,2;401;176,3;26,9
;;;00:09:11;13,15;337,7;1,2;487;176,3;26,9
;;;00:09:12;13,17;337,7;1,2;616;176,3;26,9
;;;00:09:12;13,20;337,7;1,2;421;176,3;26,9
;;;00:09:12;13,22;337,7;1,2;534;177,8;26,3
;;;00:09:12;13,24;337,7;1,2;400;178,5;26,0
;;;00:09:13;13,26;337,7;1,2;486;178,5;26,0
;;;00:09:13;13,29;337,7;1,2;568;178,5;26,0
;;;00:09:13;13,31;337,7;1,2;487;178,5;26,0
;;;00:09:13;13,33;337,7;1,2;422;177,4;26,9
;;;00:09:13;13,37;337,7;1,2;746;177,4;26,9
;;;00:09:14;13,39;337,7;1,2;426;177,4;26,9
;;;00:09:14;13,42;337,7;1,2;535;177,4;26,9
;;;00:09:14;13,45;337,7;1,2;562;177,8;26,6
;;;00:09:14;13,47;337,7;1,2;334;178,5;25,9
;;;00:09:14;13,50;337,7;1,2;595;178,5;25,9
;;;00:09:15;13,53;337,7;1,2;559;178,5;25,9
;;;00:09:15;13,55;337,7;1,2;519;178,5;25,9
;;;00:09:15;13,57;337,7;1,2;487;176,3;26,0
;;;00:09:15;13,60;337,7;1,2;422;176,3;26,0
;;;00:09:16;13,62;337,7;1,2;551;176,3;26,0
;;;00:09:16;13,64;337,7;1,2;551;176,3;26,0
;;;00:09:16;13,67;337,7;1,2;412;176,1;26,0
;;;00:09:16;13,69;337,7;1,2;519;175,2;25,9
;;;00:09:16;13,71;337,7;1,2;487;175,2;25,9
;;;00:09:17;13,73;337,7;1,2;438;175,2;25,9
;;;00:09:17;13,76;337,7;1,2;551;175,2;25,9
;;;00:09:17;13,78;337,7;1,2;400;175,8;25,9
;;;00:09:17;13,80;337,7;1,2;568;177,4;26,0
;;;00:09:17;13,83;337,7;1,2;513;177,4;26,0
;;;00:09:18;13,85;337,7;1,2;422;177,4;26,0
;;;00:09:18;13,87;337,7;1,2;414;177,4;26,0
;;;00:09:18;13,90;337,7;1,2;568;177,4;26,0
;;;00:09:18;13,92;337,7;1,2;568;177,4;26,0
;;;00:09:18;13,95;337,7;1,2;519;177,4;26,0
;;;00:09:19;13,97;337,7;1,2;422;177,4;26,0
;;;00:09:19;13,99;337,7;1,2;519;177,4;26,0
;;;00:09:19;14,01;337,7;1,2;389;177,4;26,5
;;;00:09:19;14,04;337,7;1,2;487;177,4;26,9
;;;00:09:19;14,06;337,7;1,2;608;177,4;26,9
;;;00:09:20;14,08;337,7;1,2;454;177,4;26,9
;;;00:09:20;14,11;337,7;1,2;584;177,4;26,9
;;;00:09:20;14,13;337,7;1,2;426;176,3;26,4
;;;00:09:20;14,15;337,7;1,2;1265;175,2;25,9
;;;00:09:20;14,19;337,7;1,2;470;175,2;25,9
;;;00:09:21;14,21;337,7;1,2;551;175,2;25,9
;;;00:09:21;14,23;337,7;1,2;519;175,2;25,9
;;;00:09:21;14,26;337,7;1,2;401;177,7;25,9
;;;00:09:21;14,28;337,7;1,2;568;178,5;26,0
;;;00:09:21;14,31;337,7;1,2;519;178,5;26,0
;;;00:09:22;14,33;337,7;1,2;422;178,5;26,0
;;;00:09:22;14,35;337,7;1,2;551;178,5;26,0
;;;00:09:22;14,37;337,7;1,2;414;177,7;25,9
;;;00:09:22;14,40;337,7;1,2;568;177,4;25,9
;;;00:09:23;14,43;337,7;1,2;405;177,4;25,9
;;;00:09:23;14,46;337,7;1,2;368;177,4;25,9
;;;00:09:23;14,48;337,7;1,2;568;177,8;25,9
;;;00:09:23;14,51;337,7;1,2;519;178,5;26,0
;;;00:09:23;14,53;337,7;1,2;454;178,5;26,0
;;;00:09:24;14,55;337,7;1,2;568;178,5;26,0
;;;00:09:24;14,58;337,7;1,2;414;178,5;26,0
;;;00:09:24;14,60;337,7;1,2;568;178,5;25,9
;;;00:09:24;14,62;337,7;1,2;518;178,5;25,9
;;;00:09:24;14,64;337,7;1,2;486;178,5;25,9
;;;00:09:25;14,67;337,7;1,2;418;178,5;25,9
;;;00:09:25;14,69;337,7;1,2;532;178,5;25,9
;;;00:09:25;14,72;337,7;1,2;401;178,5;26,4
;;;00:09:25;14,74;337,7;1,2;568;178,5;26,9
;;;00:09:25;14,76;337,7;1,2;551;178,5;26,9
;;;00:09:26;14,78;337,7;1,2;405;178,5;26,9
;;;00:09:26;14,81;337,7;1,2;503;178,5;26,9
;;;00:09:26;14,83;337,7;1,2;401;180,1;26,9
;;;00:09:26;14,85;337,7;1,2;503;181,7;27,0
;;;00:09:26;14,88;337,7;1,2;551;181,7;27,0
;;;00:09:27;14,90;337,7;1,2;420;181,7;27,0
;;;00:09:27;14,92;337,7;1,2;551;181,7;27,0
;;;00:09:27;14,94;337,7;1,2;389;180,9;26,2
;;;00:09:27;14,97;337,7;1,2;584;180,6;26,0
;;;00:09:28;15,00;337,7;1,2;380;180,6;26,0
;;;00:09:28;15,02;337,7;1,2;438;180,6;26,0
;;;00:09:28;15,05;337,7;1,2;600;181,4;26,3
;;;00:09:28;15,07;337,7;1,2;389;182,8;26,9
;;;00:09:28;15,09;337,7;1,2;1168;182,8;26,9
;;;00:09:29;15,11;337,7;1,2;454;182,8;26,9
;;;00:09:29;15,13;337,7;1,2;405;182,8;26,9
;;;00:09:29;15,16;337,7;1,2;503;182,8;26,6
;;;00:09:29;15,18;337,7;1,2;487;182,8;25,9
;;;00:09:29;15,20;337,7;1,2;389;182,8;25,9
;;;00:09:30;15,22;337,7;1,2;324;182,8;25,9
;;;00:09:30;15,24;337,7;1,2;328;182,8;25,9
;;;00:09:30;15,27;337,7;1,2;487;184,4;26,7
;;;00:09:30;15,29;337,7;1,2;316;185,0;26,9
;;;00:09:31;15,32;337,7;1,2;487;185,0;26,9
;;;00:09:31;15,34;337,7;1,2;487;185,0;26,9
;;;00:09:31;15,36;337,7;1,2;535;185,0;26,9
;;;00:09:31;15,38;337,7;1,2;357;186,0;25,9
;;;00:09:31;15,40;337,7;1,2;487;186,0;25,9
;;;00:09:32;15,42;337,7;1,2;365;186,0;25,9
;;;00:09:32;15,44;337,7;1,2;487;186,0;25,9
;;;00:09:32;15,46;337,7;1,2;487;186,0;25,9
;;;00:09:32;15,49;337,7;1,2;422;187,1;25,9
;;;00:09:32;15,51;337,7;1,2;535;187,1;25,9
;;;00:09:33;15,53;337,7;1,2;377;187,1;25,9
;;;00:09:33;15,55;337,7;1,2;438;187,1;25,9
;;;00:09:33;15,57;337,7;1,2;503;187,5;25,9
;;;00:09:33;15,59;337,7;1,2;422;188,2;25,8
;;;00:09:34;15,62;337,7;1,2;477;188,2;25,8
;;;00:09:34;15,64;337,7;1,2;551;188,2;25,8
;;;00:09:34;15,67;337,7;1,2;389;188,2;25,8
;;;00:09:34;15,69;337,7;1,2;484;188,9;25,9
;;;00:09:34;15,71;337,7;1,2;363;189,3;26,0
;;;00:09:35;15,73;337,7;1,2;487;189,3;26,0
;;;00:09:35;15,75;337,7;1,2;389;189,3;26,0
;;;00:09:35;15,77;337,7;1,2;487;189,3;26,0
;;;00:09:35;15,79;337,7;1,2;365;190,9;26,0
;;;00:09:35;15,81;337,7;1,2;487;191,4;25,9
;;;00:09:36;15,83;337,7;1,2;487;191,4;25,9
;;;00:09:36;15,85;337,7;1,2;487;191,4;25,9
;;;00:09:36;15,87;337,7;1,2;388;191,4;25,9
;;;00:09:36;15,89;337,7;1,2;487;189,3;25,8
;;;00:09:36;15,91;337,7;1,2;365;189,3;25,8
;;;00:09:37;15,94;337,7;1,2;481;189,3;25,8
;;;00:09:37;15,96;337,7;1,2;487;189,3;25,8
;;;00:09:37;15,99;337,7;1,2;457;190,6;25,5
;;;00:09:37;16,01;337,7;1,2;519;192,5;25,0
;;;00:09:37;16,04;337,7;1,2;487;192,5;25,0
;;;00:09:38;16,06;337,7;1,2;428;192,5;25,0
;;;00:09:38;16,10;337,7;1,2;399;192,1;25,3
;;;00:09:38;16,13;337,7;1,2;462;191,4;25,9
;;;00:09:39;16,15;337,7;1,2;365;191,4;25,9
;;;00:09:39;16,17;337,7;1,2;487;191,4;25,9
;;;00:09:39;16,19;337,7;1,2;360;193,4;25,9
;;;00:09:39;16,22;337,7;1,2;487;194,7;25,8
;;;00:09:40;16,24;337,7;1,2;487;194,7;25,8
;;;00:09:40;16,26;337,7;1,2;389;194,7;25,8
;;;00:09:40;16,28;337,7;1,2;487;194,7;25,9
;;;00:09:40;16,31;337,7;1,2;418;194,7;26,0
;;;00:09:41;16,33;337,7;1,2;487;194,7;26,0
;;;00:09:41;16,36;337,7;1,2;360;194,7;26,0
;;;00:09:41;16,38;337,7;1,2;487;194,0;25,9
;;;00:09:41;16,41;337,7;1,2;350;192,5;25,9
;;;00:09:42;16,44;337,7;1,2;474;192,5;25,9
;;;00:09:42;16,46;337,7;1,2;350;192,5;25,9
;;;00:09:42;16,49;337,7;1,2;399;195,8;25,9
;;;00:09:43;16,52;337,7;1,2;360;195,8;25,9
;;;00:09:43;16,54;337,7;1,2;487;195,8;25,9
;;;00:09:43;16,57;337,7;1,2;389;195,8;26,0
;;;00:09:43;16,60;337,7;1,2;503;195,8;26,0
;;;00:09:44;16,62;337,7;1,2;386;195,8;26,0
;;;00:09:44;16,66;337,7;1,2;400;195,8;26,0
;;;00:09:44;16,70;337,7;1,2;280;197,9;25,9
;;;00:09:45;16,72;337,7;1,2;454;197,9;25,9
;;;00:09:45;16,74;337,7;1,2;195;197,9;25,9
;;;00:09:45;16,77;337,7;1,2;487;199,0;25,9
;;;00:09:45;16,79;337,7;1,2;219;199,0;25,9
;;;00:09:46;16,82;337,7;1,2;450;199,0;25,9
;;;00:09:46;16,85;337,7;1,2;389;199,2;25,9
;;;00:09:46;16,88;337,7;1,2;360;200,1;25,9
;;;00:09:47;16,90;337,7;1,2;379;200,1;25,9
;;;00:09:47;16,93;337,7;1,2;487;200,1;25,9
;;;00:09:47;16,96;337,7;1,2;380;198,4;26,0
;;;00:09:47;16,98;337,7;1,2;454;197,9;26,0
;;;00:09:48;17,01;337,7;1,2;360;197,9;26,0
;;;00:09:48;17,03;337,7;1,2;428;197,9;25,5
;;;00:09:48;17,06;337,7;1,2;369;197,9;24,9
;;;00:09:49;17,09;337,7;1,2;380;197,9;24,9
;;;00:09:49;17,11;337,7;1,2;474;197,9;24,9
;;;00:09:49;17,14;337,7;1,2;399;201,2;25,9
;;;00:09:50;17,17;337,7;1,2;360;201,2;25,9
;;;00:09:50;17,20;337,7;1,2;360;201,2;25,9
;;;00:09:50;17,23;337,7;1,2;438;197,9;25,2
;;;00:09:50;17,25;337,7;1,2;339;196,8;25,0
;;;00:09:51;17,27;337,7;1,2;414;196,8;25,0
;;;00:09:51;17,31;337,7;1,2;448;197,7;24,9
;;;00:09:51;17,33;337,7;1,2;331;201,2;24,9
;;;00:09:52;17,36;337,7;1,2;454;201,2;24,9
;;;00:09:52;17,38;337,7;1,2;311;201,2;24,9
;;;00:09:52;17,41;337,7;1,2;335;200,4;25,6
;;;00:09:53;17,44;337,7;1,2;369;200,1;25,9
;;;00:09:53;17,46;337,7;1,2;487;200,1;25,9
;;;00:09:53;17,49;337,7;1,2;305;200,1;25,9
;;;00:09:53;17,52;337,7;1,2;411;202,2;24,9
;;;00:09:54;17,54;337,7;1,2;446;202,2;24,9
;;;00:09:54;17,57;337,7;1,2;389;202,2;24,9
;;;00:09:54;17,60;337,7;1,2;380;202,2;25,0
;;;00:09:54;17,62;337,7;1,2;487;202,2;25,0
;;;00:09:55;17,65;337,7;1,2;331;202,2;25,0
;;;00:09:55;17,68;337,7;1,2;350;201,8;25,2
;;;00:09:55;17,70;337,7;1,2;450;200,1;25,9
;;;00:09:56;17,73;337,7;1,2;418;200,1;25,9
;;;00:09:56;17,76;337,7;1,2;389;200,1;25,9
;;;00:09:56;17,79;337,7;1,2;331;200,1;25,9
;;;00:09:57;17,81;337,7;1,2;331;200,1;25,9
;;;00:09:57;17,84;337,7;1,2;414;200,1;25,9
;;;00:09:57;17,87;337,7;1,2;448;199,4;25,9
;;;00:09:58;17,90;337,7;1,2;389;199,0;25,9
;;;00:09:58;17,92;337,7;1,2;360;199,0;25,9
;;;00:09:58;17,95;337,7;1,2;414;200,4;25,7
;;;00:09:58;17,98;337,7;1,2;368;204,4;25,0
;;;00:09:59;18,01;337,7;1,2;446;204,4;25,0
;;;00:09:59;18,03;337,7;1,2;519;204,4;25,0
;;;00:09:59;18,06;337,7;1,2;425;202,5;25,0
;;;00:10:00;18,09;337,7;1,2;337;201,2;25,0
;;;00:10:00;18,11;337,7;1,2;331;201,2;25,0
;;;00:10:00;18,15;337,7;1,2;351;201,9;25,5
;;;00:10:01;18,18;337,7;1,2;392;202,2;25,8
;;;00:10:01;18,20;337,7;1,2;311;202,2;25,8
;;;00:10:01;18,24;337,7;1,2;357;203,7;25,3
;;;00:10:02;18,27;337,7;1,2;409;204,4;25,0
;;;00:10:02;18,30;337,7;1,2;389;204,4;25,0
;;;00:10:02;18,33;337,7;1,2;331;201,8;24,9
;;;00:10:03;18,35;337,7;1,2;414;200,1;24,8
;;;00:10:03;18,38;337,7;1,2;438;200,1;24,8
;;;00:10:03;18,41;337,7;1,2;311;201,8;24,9
;;;00:10:03;18,43;337,7;1,2;369;204,4;25,0
;;;00:10:04;18,46;337,7;1,2;370;204,4;25,0
;;;00:10:04;18,49;337,7;1,2;487;204,4;25,0
;;;00:10:04;18,51;337,7;1,2;323;202,2;24,9
;;;00:10:05;18,54;337,7;1,2;341;202,2;24,9
;;;00:10:05;18,56;337,7;1,2;470;202,2;24,9
;;;00:10:05;18,60;337,7;1,2;383;205,5;24,9
;;;00:10:06;18,62;337,7;1,2;247;205,5;24,9
;;;00:10:06;18,65;337,7;1,2;318;205,5;24,9
;;;00:10:06;18,67;337,7;1,2;285;209,8;25,0
;;;00:10:07;18,70;337,7;1,2;487;209,8;25,0
;;;00:10:07;18,73;337,7;1,2;370;209,8;25,0
;;;00:10:07;18,75;337,7;1,2;448;209,8;24,9
;;;00:10:08;18,78;337,7;1,2;380;209,8;24,9
;;;00:10:08;18,81;337,7;1,2;438;209,8;24,9
;;;00:10:08;18,83;337,7;1,2;341;209,6;24,9
;;;00:10:08;18,86;337,7;1,2;380;208,7;25,0
;;;00:10:09;18,89;337,7;1,2;347;208,7;25,0
;;;00:10:09;18,91;337,7;1,2;311;208,7;25,0
;;;00:10:09;18,94;337,7;1,2;487;208,7;25,0
;;;00:10:10;18,96;337,7;1,2;341;208,7;25,0
;;;00:10:10;18,99;337,7;1,2;380;208,7;25,0
;;;00:10:10;19,02;337,7;1,2;350;209,6;24,2
;;;00:10:11;19,04;337,7;1,2;302;209,8;24,0
;;;00:10:11;19,07;337,7;1,2;462;209,8;24,0
;;;00:10:11;19,09;337,7;1,2;418;209,4;24,4
;;;00:10:12;19,12;337,7;1,2;331;208,7;25,0
;;;00:10:12;19,15;337,7;1,2;341;208,7;25,0
;;;00:10:12;19,17;337,7;1,2;401;209,3;24,7
;;;00:10:12;19,20;337,7;1,2;380;210,9;24,0
;;;00:10:13;19,22;337,7;1,2;370;210,9;24,0
;;;00:10:13;19,25;337,7;1,2;331;210,9;24,0
;;;00:10:13;19,28;337,7;1,2;486;207,6;25,0
;;;00:10:14;19,31;337,7;1,2;448;207,6;25,0
;;;00:10:14;19,35;337,7;1,2;358;207,6;25,0
;;;00:10:14;19,37;337,7;1,2;389;206,6;25,0
;;;00:10:15;19,40;337,7;1,2;386;206,6;25,0
;;;00:10:15;19,43;337,7;1,2;305;206,6;25,0
;;;00:10:15;19,45;337,7;1,2;418;207,4;24,9
;;;00:10:16;19,48;337,7;1,2;434;207,6;24,9
;;;00:10:16;19,50;337,7;1,2;370;207,6;24,9
;;;00:10:16;19,53;337,7;1,2;418;207,2;24,9
;;;00:10:17;19,56;337,7;1,2;340;206,6;24,9
;;;00:10:17;19,58;337,7;1,2;321;206,6;24,9
;;;00:10:17;19,61;337,7;1,2;438;206,6;24,9
;;;00:10:17;19,63;337,7;1,2;341;206,6;25,0
;;;00:10:18;19,65;337,7;1,2;422;206,6;25,0
;;;00:10:18;19,68;337,7;1,2;350;206,6;25,0
;;;00:10:18;19,71;337,7;1,2;360;207,2;25,6
;;;00:10:19;19,73;337,7;1,2;331;207,6;26,0
;;;00:10:19;19,76;337,7;1,2;401;207,6;26,0
;;;00:10:19;19,78;337,7;1,2;316;207,6;26,0
;;;00:10:19;19,80;337,7;1,2;377;206,6;25,0
;;;00:10:20;19,83;337,7;1,2;370;206,6;25,0
;;;00:10:20;19,86;337,7;1,2;408;206,6;25,0
;;;00:10:20;19,88;337,7;1,2;369;208,3;25,0
;;;00:10:21;19,91;337,7;1,2;474;208,7;25,0
;;;00:10:21;19,94;337,7;1,2;360;208,7;25,0
;;;00:10:21;19,96;337,7;1,2;428;207,9;25,4
;;;00:10:22;19,99;337,7;1,2;311;206,6;26,0
;;;00:10:22;20,02;337,7;1,2;341;206,6;26,0
;;;00:10:22;20,05;337,7;1,2;535;206,6;26,0
;;;00:10:23;20,08;337,7;1,2;313;207,6;25,0
;;;00:10:23;20,10;337,7;1,2;418;207,6;25,0
;;;00:10:23;20,13;337,7;1,2;730;207,6;25,0
;;;00:10:23;20,16;337,7;1,2;319;206,6;25,0
;;;00:10:24;20,19;337,7;1,2;282;206,6;25,0
;;;00:10:24;20,22;337,7;1,2;308;206,6;25,0
;;;00:10:24;20,24;337,7;1,2;426;208,7;24,9
;;;00:10:25;20,27;337,7;1,2;331;208,7;24,9
;;;00:10:25;20,29;337,7;1,2;350;208,7;24,9
;;;00:10:25;20,32;337,7;1,2;399;208,1;24,9
;;;00:10:26;20,35;337,7;1,2;380;207,6;25,0
;;;00:10:26;20,37;337,7;1,2;321;207,6;25,0
;;;00:10:26;20,40;337,7;1,2;438;207,1;25,0
;;;00:10:27;20,42;337,7;1,2;331;206,6;25,0
;;;00:10:27;20,45;337,7;1,2;399;206,6;25,0
;;;00:10:27;20,47;337,7;1,2;311;207,2;25,0
;;;00:10:27;20,50;337,7;1,2;301;209,8;25,0
;;;00:10:28;20,52;337,7;1,2;365;209,8;25,0
;;;00:10:28;20,55;337,7;1,2;331;209,8;25,0
;;;00:10:28;20,57;337,7;1,2;389;210,7;24,9
;;;00:10:29;20,60;337,7;1,2;331;210,9;24,9
;;;00:10:29;20,62;337,7;1,2;331;210,9;24,9
;;;00:10:29;20,65;337,7;1,2;527;217,4;24,9
;;;00:10:29;20,68;337,7;1,2;394;219,5;24,9
;;;00:10:30;20,70;337,7;1,2;297;219,5;24,9
;;;00:10:30;20,72;337,7;1,2;246;219,5;24,9
;;;00:10:30;20,75;337,7;1,2;298;215,2;23,9
;;;00:10:31;20,77;337,7;1,2;204;215,2;23,9
;;;00:10:31;20,80;337,7;1,2;350;215,2;23,9
;;;00:10:31;20,82;337,7;1,2;462;212,8;24,7
;;;00:10:32;20,85;337,7;1,2;350;212,0;25,0
;;;00:10:32;20,87;337,7;1,2;302;212,0;25,0
;;;00:10:32;20,89;337,7;1,2;292;214,6;24,9
;;;00:10:33;20,92;337,7;1,2;350;216,3;24,9
;;;00:10:33;20,94;337,7;1,2;438;216,3;24,9
;;;00:10:33;20,97;337,7;1,2;389;215,8;24,9
;;;00:10:34;20,99;337,7;1,2;321;214,1;24,9
;;;00:10:34;21,01;337,7;1,2;311;214,1;24,9
;;;00:10:34;21,04;337,7;1,2;401;214,1;24,9
