;;;Temps;Profondeur (m);Surconsommation (%);Pression béton (bar);Vitesse d'avancement (m/h);Couple de rotation (bar);Vitesse de rotation (rev/min)
;;;00:02:22;10,37;100,4;1,0;389;113,4;20,0
;;;00:02:23;10,39;100,4;1,0;272;113,4;20,0
;;;00:02:23;10,41;100,4;1,0;331;113,4;20,0
;;;00:02:23;10,44;100,4;1,0;389;113,4;20,0
;;;00:02:24;10,46;100,4;1,0;303;113,4;20,3
;;;00:02:24;10,48;100,4;1,0;298;113,4;21,0
;;;00:02:24;10,50;100,4;1,0;321;113,4;21,0
;;;00:02:25;10,53;100,4;1,0;355;113,4;20,6
;;;00:02:25;10,56;100,4;1,0;389;113,4;20,0
;;;00:02:25;10,58;100,4;1,0;219;113,4;20,0
;;;00:02:25;10,60;100,4;1,0;331;113,4;20,0
;;;00:02:26;10,63;100,4;1,0;321;114,5;21,0
;;;00:02:26;10,65;100,4;1,0;272;114,5;21,0
;;;00:02:26;10,67;100,4;1,0;401;114,5;21,0
;;;00:02:27;10,69;100,4;1,0;272;114,5;21,0
;;;00:02:27;10,72;100,4;1,0;292;114,5;21,0
;;;00:02:27;10,74;100,4;1,0;321;114,5;21,0
;;;00:02:28;10,76;100,4;1,0;311;114,5;20,9
;;;00:02:28;10,78;100,4;1,0;341;114,5;20,9
;;;00:02:28;10,81;100,4;1,0;311;114,5;20,9
;;;00:02:28;10,83;100,4;1,0;331;114,7;20,9
;;;00:02:29;10,85;100,4;1,0;321;115,6;21,0
;;;00:02:29;10,88;100,4;1,0;311;115,6;21,0
;;;00:02:29;10,90;100,4;1,0;308;115,6;21,0
;;;00:02:30;10,92;100,4;1,0;268;115,6;21,0
;;;00:02:30;10,95;100,4;1,0;297;115,6;21,0
;;;00:02:30;10,97;100,4;1,0;311;115,6;21,0
;;;00:02:31;10,99;100,4;1,0;292;114,7;21,0
;;;00:02:31;11,01;100,4;1,0;272;114,5;21,0
;;;00:02:31;11,04;100,4;1,0;353;114,5;21,0
;;;00:02:32;11,06;100,4;1,0;292;115,3;20,5
;;;00:02:32;11,08;100,4;1,0;311;116,6;19,9
;;;00:02:32;11,10;100,4;1,0;321;116,6;19,9
;;;00:02:33;11,13;100,4;1,0;282;116,4;19,9
;;;00:02:33;11,15;100,4;1,0;353;115,6;20,0
;;;00:02:33;11,17;100,4;1,0;311;115,6;20,0
;;;00:02:33;11,19;100,4;1,0;321;115,6;20,0
;;;00:02:34;11,21;100,4;1,0;272;116,6;20,0
;;;00:02:34;11,24;100,4;1,0;414;116,6;20,0
;;;00:02:34;11,26;100,4;1,0;292;116,6;20,0
;;;00:02:35;11,28;100,4;1,0;311;117,3;20,0
;;;00:02:35;11,30;100,4;1,0;321;117,7;20,0
;;;00:02:35;11,33;100,4;1,0;282;117,7;20,0
;;;00:02:36;11,35;100,4;1,0;389;117,5;20,0
;;;00:02:36;11,38;100,4;1,0;363;116,6;19,9
;;;00:02:36;11,40;100,4;1,0;253;116,6;19,9
;;;00:02:36;11,42;100,4;1,0;266;116,9;19,9
;;;00:02:37;11,45;100,4;1,0;401;117,7;20,0
;;;00:02:37;11,47;100,4;1,0;272;117,7;20,0
;;;00:02:37;11,49;100,4;1,0;350;117,7;20,0
;;;00:02:38;11,51;100,4;1,0;282;118,6;20,8
;;;00:02:38;11,54;100,4;1,0;302;118,8;21,0
;;;00:02:38;11,56;100,4;1,0;270;118,8;21,0
;;;00:02:39;11,59;100,4;1,0;334;118,8;20,2
;;;00:02:39;11,61;100,4;1,0;272;118,8;20,0
;;;00:02:39;11,63;100,4;1,0;414;118,8;20,0
;;;00:02:40;11,65;100,4;1,0;292;118,8;20,0
;;;00:02:40;11,68;100,4;1,0;321;118,8;20,0
;;;00:02:40;11,70;100,4;1,0;311;118,8;20,0
;;;00:02:41;11,72;100,4;1,0;353;118,8;20,2
;;;00:02:41;11,74;100,4;1,0;292;118,8;20,9
;;;00:02:41;11,76;100,4;1,0;311;118,8;20,9
;;;00:02:41;11,79;100,4;1,0;321;118,8;20,9
;;;00:02:42;11,81;100,4;1,0;272;118,8;20,0
;;;00:02:42;11,83;100,4;1,0;414;118,8;20,0
;;;00:02:42;11,85;100,4;1,0;292;118,8;20,0
;;;00:02:43;11,87;100,4;1,0;311;118,8;20,7
;;;00:02:43;11,90;100,4;1,0;334;118,8;20,9
;;;00:02:43;11,92;100,4;1,0;341;118,8;20,9
;;;00:02:44;11,94;100,4;1,0;282;118,8;20,9
;;;00:02:44;11,96;100,4;1,0;350;118,8;21,0
;;;00:02:44;11,99;100,4;1,0;311;118,8;21,0
;;;00:02:45;12,02;100,4;1,0;335;118,8;20,6
;;;00:02:45;12,04;100,4;1,0;285;118,8;20,0
;;;00:02:45;12,07;100,4;1,0;290;118,8;20,0
;;;00:02:46;12,09;100,4;1,0;340;118,8;20,2
;;;00:02:46;12,11;100,4;1,0;195;118,8;21,0
;;;00:02:46;12,13;100,4;1,0;243;118,8;21,0
;;;00:02:46;12,15;100,4;1,0;282;118,8;21,0
;;;00:02:47;12,18;100,4;1,0;292;118,8;20,0
;;;00:02:47;12,20;100,4;1,0;389;118,8;20,0
;;;00:02:47;12,22;100,4;1,0;272;118,8;20,0
;;;00:02:48;12,24;100,4;1,0;321;118,8;20,0
;;;00:02:48;12,27;100,4;1,0;292;118,8;20,0
;;;00:02:48;12,29;100,4;1,0;272;118,8;20,0
;;;00:02:49;12,31;100,4;1,0;389;118,3;20,0
;;;00:02:49;12,33;100,4;1,0;292;117,7;19,9
;;;00:02:49;12,35;100,4;1,0;311;117,7;19,9
;;;00:02:50;12,37;100,4;1,0;282;117,9;19,9
;;;00:02:50;12,40;100,4;1,0;311;118,8;19,9
;;;00:02:50;12,42;100,4;1,0;341;118,8;19,9
;;;00:02:50;12,44;100,4;1,0;366;118,8;19,9
;;;00:02:51;12,46;100,4;1,0;269;118,8;20,0
;;;00:02:51;12,48;100,4;1,0;324;118,8;20,0
;;;00:02:51;12,51;100,4;1,0;321;118,8;20,0
;;;00:02:52;12,53;100,4;1,0;224;118,8;20,0
;;;00:02:52;12,55;100,4;1,0;194;118,8;20,0
;;;00:02:52;12,57;100,4;1,0;365;118,8;20,0
;;;00:02:53;12,59;100,4;1,0;302;118,8;20,0
;;;00:02:53;12,62;100,4;1,0;311;118,8;21,0
;;;00:02:53;12,64;100,4;1,0;272;118,8;21,0
;;;00:02:53;12,66;100,4;1,0;282;118,8;21,0
;;;00:02:54;12,68;100,4;1,0;365;117,7;19,9
;;;00:02:54;12,70;100,4;1,0;292;117,7;19,9
;;;00:02:54;12,72;100,4;1,0;350;117,7;19,9
;;;00:02:55;12,75;100,4;1,0;292;118,4;19,9
;;;00:02:55;12,77;100,4;1,0;272;118,8;19,9
;;;00:02:55;12,79;100,4;1,0;341;118,8;19,9
;;;00:02:56;12,81;100,4;1,0;272;118,8;20,1
;;;00:02:56;12,83;100,4;1,0;311;118,8;20,9
;;;00:02:56;12,85;100,4;1,0;321;118,8;20,9
;;;00:02:56;12,87;100,4;1,0;340;118,8;20,9
;;;00:02:57;12,90;100,4;1,0;272;117,7;20,0
;;;00:02:57;12,92;100,4;1,0;311;117,7;20,0
;;;00:02:57;12,94;100,4;1,0;272;117,7;20,0
;;;00:02:58;12,96;100,4;1,0;470;117,7;20,0
;;;00:02:58;12,98;100,4;1,0;297;117,7;20,0
;;;00:02:58;13,00;100,4;1,0;220;117,7;20,0
;;;00:02:59;13,03;100,4;1,0;363;117,7;20,0
;;;00:02:59;13,05;100,4;1,0;195;117,7;20,0
;;;00:02:59;13,08;100,4;1,0;243;117,7;20,0
;;;00:03:00;13,10;100,4;1,0;338;117,7;20,2
;;;00:03:00;13,12;100,4;1,0;311;117,7;21,0
;;;00:03:00;13,14;100,4;1,0;272;117,7;21,0
;;;00:03:01;13,16;100,4;1,0;272;117,7;21,0
;;;00:03:01;13,18;100,4;1,0;353;118,8;20,0
;;;00:03:01;13,20;100,4;1,0;292;118,8;20,0
;;;00:03:01;13,22;100,4;1,0;311;118,8;20,0
;;;00:03:02;13,24;100,4;1,0;272;118,8;20,0
;;;00:03:02;13,27;100,4;1,0;272;118,8;20,0
;;;00:03:02;13,29;100,4;1,0;341;118,8;20,0
;;;00:03:03;13,31;100,4;1,0;272;118,4;19,9
;;;00:03:03;13,33;100,4;1,0;321;117,7;19,9
;;;00:03:03;13,35;100,4;1,0;311;117,7;19,9
;;;00:03:04;13,37;100,4;1,0;341;117,7;19,9
;;;00:03:04;13,39;100,4;1,0;272;118,8;20,0
;;;00:03:04;13,41;100,4;1,0;272;118,8;20,0
;;;00:03:04;13,44;100,4;1,0;350;118,8;20,0
;;;00:03:05;13,47;100,4;1,0;321;117,9;20,0
;;;00:03:05;13,49;100,4;1,0;249;117,7;20,0
;;;00:03:05;13,51;100,4;1,0;303;117,7;20,0
;;;00:03:06;13,53;100,4;1,0;221;118,4;20,0
;;;00:03:06;13,56;100,4;1,0;238;118,8;20,0
;;;00:03:06;13,58;100,4;1,0;256;118,8;20,0
;;;00:03:07;13,60;100,4;1,0;234;118,8;20,0
;;;00:03:07;13,62;100,4;1,0;272;118,8;20,0
;;;00:03:07;13,64;100,4;1,0;272;118,8;20,0
;;;00:03:08;13,67;100,4;1,0;365;118,8;20,0
;;;00:03:08;13,69;100,4;1,0;311;118,8;19,9
;;;00:03:08;13,71;100,4;1,0;331;118,8;19,9
;;;00:03:09;13,73;100,4;1,0;272;118,8;20,0
;;;00:03:09;13,75;100,4;1,0;272;118,8;20,0
;;;00:03:09;13,77;100,4;1,0;377;118,8;20,0
;;;00:03:09;13,80;100,4;1,0;292;118,8;20,0
;;;00:03:10;13,82;100,4;1,0;350;118,8;20,7
;;;00:03:10;13,84;100,4;1,0;292;118,8;20,9
;;;00:03:10;13,86;100,4;1,0;341;118,8;20,9
;;;00:03:11;13,88;100,4;1,0;272;118,2;20,4
;;;00:03:11;13,90;100,4;1,0;311;117,7;20,0
;;;00:03:11;13,92;100,4;1,0;311;117,7;20,0
;;;00:03:12;13,95;100,4;1,0;649;117,7;20,0
;;;00:03:12;13,98;100,4;1,0;297;116,6;19,9
;;;00:03:12;14,01;100,4;1,0;313;116,6;19,9
;;;00:03:13;14,03;100,4;1,0;270;117,7;19,9
;;;00:03:13;14,05;100,4;1,0;285;118,8;19,9
;;;00:03:13;14,08;100,4;1,0;195;118,8;19,9
;;;00:03:14;14,10;100,4;1,0;365;118,3;20,0
;;;00:03:14;14,12;100,4;1,0;311;117,7;20,0
;;;00:03:14;14,14;100,4;1,0;331;117,7;20,0
;;;00:03:15;14,16;100,4;1,0;272;117,7;20,0
;;;00:03:15;14,18;100,4;1,0;353;117,7;20,0
;;;00:03:15;14,21;100,4;1,0;272;117,7;20,0
;;;00:03:15;14,23;100,4;1,0;311;117,7;20,0
;;;00:03:16;14,25;100,4;1,0;311;120,3;20,7
;;;00:03:16;14,27;100,4;1,0;272;121,0;20,9
;;;00:03:16;14,29;100,4;1,0;341;121,0;20,9
;;;00:03:17;14,31;100,4;1,0;272;119,7;20,3
;;;00:03:17;14,33;100,4;1,0;311;118,8;19,9
;;;00:03:17;14,36;100,4;1,0;321;118,8;19,9
;;;00:03:18;14,38;100,4;1,0;272;118,4;19,9
;;;00:03:18;14,40;100,4;1,0;341;117,7;20,0
;;;00:03:18;14,42;100,4;1,0;272;117,7;20,0
;;;00:03:19;14,45;100,4;1,0;360;117,7;20,0
;;;00:03:19;14,47;100,4;1,0;318;118,8;20,0
;;;00:03:19;14,49;100,4;1,0;222;118,8;20,0
;;;00:03:19;14,51;100,4;1,0;487;118,8;20,0
;;;00:03:20;14,53;100,4;1,0;272;118,8;20,0
;;;00:03:20;14,55;100,4;1,0;272;118,8;20,0
;;;00:03:20;14,57;100,4;1,0;309;118,8;20,0
;;;00:03:21;14,59;100,4;1,0;272;119,4;20,0
;;;00:03:21;14,62;100,4;1,0;341;119,9;20,0
;;;00:03:21;14,64;100,4;1,0;272;119,9;20,0
;;;00:03:22;14,66;100,4;1,0;311;119,9;20,0
;;;00:03:22;14,68;100,4;1,0;272;119,9;20,0
;;;00:03:22;14,70;100,4;1,0;272;119,9;20,0
;;;00:03:23;14,72;100,4;1,0;341;119,9;20,0
;;;00:03:23;14,74;100,4;1,0;311;118,8;20,9
;;;00:03:23;14,76;100,4;1,0;272;118,8;20,9
;;;00:03:23;14,78;100,4;1,0;272;118,8;20,9
;;;00:03:24;14,80;100,4;1,0;272;118,8;20,2
;;;00:03:24;14,82;100,4;1,0;341;118,8;20,0
;;;00:03:24;14,85;100,4;1,0;302;118,8;20,0
;;;00:03:25;14,87;100,4;1,0;360;118,8;19,9
;;;00:03:25;14,89;100,4;1,0;285;118,8;19,9
;;;00:03:25;14,91;100,4;1,0;285;118,8;19,9
;;;00:03:26;14,94;100,4;1,0;330;119,9;19,9
;;;00:03:26;14,96;100,4;1,0;272;121,0;20,0
;;;00:03:26;14,98;100,4;1,0;208;121,0;20,0
;;;00:03:27;15,01;100,4;1,0;292;120,4;20,5
;;;00:03:27;15,03;100,4;1,0;243;119,9;21,0
;;;00:03:28;15,06;100,4;1,0;250;119,9;21,0
;;;00:03:28;15,08;100,4;1,0;243;118,8;21,0
;;;00:03:28;15,10;100,4;1,0;291;118,8;21,0
;;;00:03:29;15,13;100,4;1,0;251;119,2;21,0
;;;00:03:29;15,15;100,4;1,0;250;119,9;21,0
;;;00:03:30;15,18;100,4;1,0;260;119,9;21,0
;;;00:03:30;15,20;100,4;1,0;257;119,9;20,1
;;;00:03:30;15,22;100,4;1,0;341;119,9;19,9
;;;00:03:31;15,25;100,4;1,0;257;119,9;19,9
;;;00:03:31;15,27;100,4;1,0;308;119,9;19,9
;;;00:03:31;15,30;100,4;1,0;268;119,9;19,9
;;;00:03:32;15,32;100,4;1,0;257;121,4;20,0
;;;00:03:32;15,34;100,4;1,0;331;122,0;20,0
;;;00:03:33;15,37;100,4;1,0;300;122,0;20,0
;;;00:03:33;15,39;100,4;1,0;208;121,0;21,0
;;;00:03:33;15,41;100,4;1,0;243;121,0;21,0
;;;00:03:34;15,44;100,4;1,0;222;121,0;20,7
;;;00:03:34;15,46;100,4;1,0;284;121,0;19,9
;;;00:03:35;15,49;100,4;1,0;227;121,0;19,9
;;;00:03:35;15,51;100,4;1,0;243;122,8;20,0
;;;00:03:35;15,54;100,4;1,0;284;123,1;20,0
;;;00:03:36;15,56;100,4;1,0;268;123,1;20,0
;;;00:03:36;15,58;100,4;1,0;229;123,1;19,9
;;;00:03:37;15,61;100,4;1,0;276;123,1;19,9
;;;00:03:37;15,63;100,4;1,0;236;121,0;20,0
;;;00:03:37;15,66;100,4;1,0;268;121,0;20,0
;;;00:03:38;15,68;100,4;1,0;284;121,5;20,0
;;;00:03:38;15,70;100,4;1,0;253;122,0;20,0
;;;00:03:39;15,73;100,4;1,0;264;122,0;20,0
;;;00:03:39;15,76;100,4;1,0;395;122,0;20,0
;;;00:03:39;15,78;100,4;1,0;260;122,0;20,0
;;;00:03:40;15,81;100,4;1,0;264;121,5;20,0
;;;00:03:40;15,84;100,4;1,0;225;121,0;20,0
;;;00:03:41;15,86;100,4;1,0;243;121,0;20,0
;;;00:03:41;15,88;100,4;1,0;257;121,0;20,0
;;;00:03:41;15,91;100,4;1,0;284;121,0;20,0
;;;00:03:42;15,93;100,4;1,0;263;121,0;20,0
;;;00:03:42;15,95;100,4;1,0;243;121,0;20,0
;;;00:03:43;15,98;100,4;1,0;236;121,0;20,0
;;;00:03:43;16,00;100,4;1,0;284;121,0;19,9
;;;00:03:43;16,03;100,4;1,0;260;121,0;19,9
;;;00:03:44;16,05;100,4;1,0;253;121,0;20,3
;;;00:03:44;16,07;100,4;1,0;236;121,0;20,9
;;;00:03:44;16,10;100,4;1,0;292;121,0;20,9
;;;00:03:45;16,12;100,4;1,0;373;121,5;20,5
;;;00:03:45;16,14;100,4;1,0;257;122,0;20,0
;;;00:03:46;16,17;100,4;1,0;243;122,0;20,0
;;;00:03:46;16,19;100,4;1,0;300;121,0;20,0
;;;00:03:47;16,22;100,4;1,0;181;121,0;20,0
;;;00:03:47;16,24;100,4;1,0;341;121,0;20,0
;;;00:03:47;16,27;100,4;1,0;257;121,0;20,0
;;;00:03:48;16,29;100,4;1,0;284;121,0;20,0
;;;00:03:48;16,31;100,4;1,0;243;122,0;21,0
;;;00:03:48;16,34;100,4;1,0;208;122,0;21,0
;;;00:03:49;16,36;100,4;1,0;288;121,3;20,3
;;;00:03:49;16,39;100,4;1,0;222;121,0;20,0
;;;00:03:50;16,41;100,4;1,0;341;121,0;20,0
;;;00:03:50;16,43;100,4;1,0;243;121,0;20,0
;;;00:03:50;16,46;100,4;1,0;268;121,0;20,0
;;;00:03:51;16,48;100,4;1,0;311;121,0;20,0
;;;00:03:51;16,50;100,4;1,0;243;121,0;20,0
;;;00:03:52;16,52;100,4;1,0;272;121,0;20,0
;;;00:03:52;16,55;100,4;1,0;316;121,0;20,0
;;;00:03:52;16,58;100,4;1,0;270;121,0;20,0
;;;00:03:53;16,60;100,4;1,0;225;121,3;20,0
;;;00:03:53;16,63;100,4;1,0;284;122,0;20,0
;;;00:03:54;16,65;100,4;1,0;228;122,0;20,0
;;;00:03:54;16,68;100,4;1,0;259;122,0;20,9
;;;00:03:54;16,70;100,4;1,0;272;122,0;20,9
;;;00:03:55;16,72;100,4;1,0;243;122,0;20,9
;;;00:03:55;16,75;100,4;1,0;243;122,0;20,9
;;;00:03:56;16,77;100,4;1,0;284;122,0;20,9
;;;00:03:56;16,79;100,4;1,0;251;121,3;20,3
;;;00:03:56;16,82;100,4;1,0;272;121,0;20,0
;;;00:03:57;16,84;100,4;1,0;284;121,0;20,0
;;;00:03:57;16,86;100,4;1,0;250;123,1;20,0
;;;00:03:57;16,89;100,4;1,0;260;123,1;20,0
;;;00:03:58;16,91;100,4;1,0;243;122,5;20,0
;;;00:03:58;16,93;100,4;1,0;341;122,0;20,0
;;;00:03:58;16,96;100,4;1,0;331;122,0;20,0
;;;00:03:59;16,99;100,4;1,0;273;122,7;20,0
;;;00:03:59;17,01;100,4;1,0;254;123,1;20,0
;;;00:04:00;17,04;100,4;1,0;279;123,1;20,0
;;;00:04:00;17,06;100,4;1,0;213;123,1;20,0
;;;00:04:01;17,09;100,4;1,0;243;123,1;20,0
;;;00:04:01;17,11;100,4;1,0;341;123,1;19,9
;;;00:04:01;17,13;100,4;1,0;243;123,1;19,9
;;;00:04:02;17,15;100,4;1,0;284;123,3;20,1
;;;00:04:02;17,18;100,4;1,0;268;124,2;21,0
;;;00:04:03;17,20;100,4;1,0;209;124,2;21,0
;;;00:04:03;17,22;100,4;1,0;272;124,2;20,2
;;;00:04:03;17,25;100,4;1,0;243;124,2;20,0
;;;00:04:04;17,27;100,4;1,0;243;124,4;20,0
;;;00:04:04;17,30;100,4;1,0;260;125,3;20,0
;;;00:04:04;17,32;100,4;1,0;292;125,3;20,0
;;;00:04:05;17,34;100,4;1,0;272;124,8;20,0
;;;00:04:05;17,37;100,4;1,0;236;124,2;20,0
;;;00:04:05;17,39;100,4;1,0;401;124,2;20,0
;;;00:04:06;17,42;100,4;1,0;255;124,2;20,7
;;;00:04:07;17,45;100,4;1,0;257;124,2;21,0
;;;00:04:07;17,48;100,4;1,0;227;125,0;21,0
;;;00:04:07;17,50;100,4;1,0;284;125,3;21,0
;;;00:04:08;17,52;100,4;1,0;216;125,3;20,6
;;;00:04:08;17,55;100,4;1,0;229;125,3;20,0
;;;00:04:09;17,57;100,4;1,0;272;125,3;20,0
;;;00:04:09;17,59;100,4;1,0;284;125,3;20,0
;;;00:04:09;17,62;100,4;1,0;276;125,3;20,0
;;;00:04:10;17,64;100,4;1,0;243;125,3;20,0
;;;00:04:10;17,67;100,4;1,0;268;125,3;19,9
;;;00:04:11;17,69;100,4;1,0;264;125,3;19,9
;;;00:04:11;17,72;100,4;1,0;284;125,3;20,0
;;;00:04:11;17,74;100,4;1,0;263;125,3;20,0
;;;00:04:12;17,76;100,4;1,0;242;125,3;20,0
;;;00:04:12;17,78;100,4;1,0;284;126,4;20,0
;;;00:04:12;17,81;100,4;1,0;243;126,4;20,0
;;;00:04:13;17,84;100,4;1,0;322;126,4;20,0
;;;00:04:13;17,86;100,4;1,0;209;126,4;20,0
;;;00:04:14;17,90;100,4;1,0;189;126,8;20,0
;;;00:04:14;17,92;100,4;1,0;268;127,4;20,0
;;;00:04:15;17,94;100,4;1,0;268;127,4;20,0
;;;00:04:15;17,96;100,4;1,0;272;127,4;19,9
;;;00:04:15;17,99;100,4;1,0;243;127,4;19,9
;;;00:04:16;18,01;100,4;1,0;284;127,6;19,9
;;;00:04:16;18,04;100,4;1,0;251;128,5;20,0
;;;00:04:17;18,06;100,4;1,0;236;128,5;20,0
;;;00:04:17;18,09;100,4;1,0;268;128,5;20,0
;;;00:04:17;18,11;100,4;1,0;236;128,5;20,0
;;;00:04:18;18,13;100,4;1,0;268;128,5;20,0
;;;00:04:18;18,16;100,4;1,0;292;128,5;20,0
;;;00:04:18;18,18;100,4;1,0;272;128,5;20,0
;;;00:04:19;18,20;100,4;1,0;300;129,4;20,0
;;;00:04:19;18,23;100,4;1,0;236;130,7;20,0
;;;00:04:20;18,25;100,4;1,0;281;130,7;20,0
;;;00:04:20;18,28;100,4;1,0;241;127,4;20,0
;;;00:04:20;18,30;100,4;1,0;215;127,4;20,0
;;;00:04:21;18,33;100,4;1,0;213;128,1;20,0
;;;00:04:21;18,36;100,4;1,0;284;128,5;19,9
;;;00:04:22;18,38;100,4;1,0;200;128,7;19,9
;;;00:04:22;18,40;100,4;1,0;220;129,6;20,0
;;;00:04:23;18,43;100,4;1,0;268;129,6;20,0
;;;00:04:23;18,45;100,4;1,0;292;130,5;20,0
;;;00:04:23;18,47;100,4;1,0;242;130,7;20,0
;;;00:04:24;18,50;100,4;1,0;263;130,7;20,0
;;;00:04:24;18,52;100,4;1,0;243;130,7;20,0
;;;00:04:25;18,55;100,4;1,0;284;130,7;20,0
;;;00:04:25;18,57;100,4;1,0;243;131,5;20,0
;;;00:04:25;18,59;100,4;1,0;260;131,8;20,0
;;;00:04:26;18,62;100,4;1,0;257;131,5;20,0
;;;00:04:26;18,64;100,4;1,0;260;130,7;20,0
;;;00:04:27;18,67;100,4;1,0;332;130,7;20,0
;;;00:04:27;18,70;100,4;1,0;276;130,7;20,0
;;;00:04:28;18,73;100,4;1,0;220;130,7;20,0
;;;00:04:28;18,76;100,4;1,0;241;129,8;20,8
;;;00:04:28;18,78;100,4;1,0;268;129,6;21,0
;;;00:04:29;18,81;100,4;1,0;257;129,6;20,5
;;;00:04:29;18,83;100,4;1,0;268;129,6;19,9
;;;00:04:30;18,86;100,4;1,0;236;129,6;19,9
;;;00:04:30;18,88;100,4;1,0;338;129,6;21,0
;;;00:04:30;18,90;100,4;1,0;243;129,6;21,0
;;;00:04:31;18,93;100,4;1,0;243;129,6;20,6
;;;00:04:31;18,95;100,4;1,0;308;129,6;19,9
;;;00:04:32;18,97;100,4;1,0;264;129,6;19,9
;;;00:04:32;19,00;100,4;1,0;268;130,5;20,0
;;;00:04:32;19,02;100,4;1,0;255;130,7;20,0
;;;00:04:33;19,04;100,4;1,0;272;130,5;20,0
;;;00:04:33;19,07;100,4;1,0;328;129,6;19,9
;;;00:04:33;19,09;100,4;1,0;215;129,6;19,9
;;;00:04:34;19,12;100,4;1,0;216;130,1;19,9
;;;00:04:34;19,14;100,4;1,0;198;130,7;19,9
;;;00:04:35;19,16;100,4;1,0;284;130,7;19,9
;;;00:04:35;19,19;100,4;1,0;259;130,7;19,9
;;;00:04:35;19,21;100,4;1,0;292;130,7;19,9
;;;00:04:36;19,23;100,4;1,0;215;130,4;20,0
;;;00:04:36;19,26;100,4;1,0;284;129,6;20,0
;;;00:04:37;19,28;100,4;1,0;251;129,6;20,0
;;;00:04:37;19,31;100,4;1,0;243;131,5;20,8
;;;00:04:37;19,33;100,4;1,0;272;131,8;21,0
;;;00:04:38;19,35;100,4;1,0;284;131,9;20,8
;;;00:04:38;19,38;100,4;1,0;276;132,8;19,9
;;;00:04:38;19,40;100,4;1,0;282;132,8;19,9
;;;00:04:39;19,42;100,4;1,0;215;132,4;19,9
;;;00:04:39;19,45;100,4;1,0;268;131,8;19,9
;;;00:04:40;19,47;100,4;1,0;236;131,8;19,9
;;;00:04:40;19,50;100,4;1,0;284;131,8;20,0
;;;00:04:41;19,52;100,4;1,0;215;131,8;20,0
;;;00:04:41;19,54;100,4;1,0;341;132,3;20,0
;;;00:04:41;19,56;100,4;1,0;250;132,8;20,0
;;;00:04:42;19,59;100,4;1,0;260;132,8;20,0
;;;00:04:42;19,61;100,4;1,0;321;132,0;20,0
;;;00:04:42;19,64;100,4;1,0;245;131,8;20,0
;;;00:04:43;19,66;100,4;1,0;241;132,1;20,0
;;;00:04:43;19,69;100,4;1,0;210;132,8;20,0
;;;00:04:44;19,72;100,4;1,0;224;132,8;20,0
;;;00:04:44;19,74;100,4;1,0;241;133,9;20,0
;;;00:04:45;19,77;100,4;1,0;242;133,9;20,0
;;;00:04:45;19,79;100,4;1,0;242;133,1;20,0
;;;00:04:45;19,82;100,4;1,0;284;132,8;20,0
;;;00:04:46;19,84;100,4;1,0;251;133,0;20,0
;;;00:04:46;19,86;100,4;1,0;236;133,9;20,0
;;;00:04:47;19,89;100,4;1,0;268;133,9;20,0
;;;00:04:47;19,91;100,4;1,0;257;133,9;20,0
;;;00:04:47;19,94;100,4;1,0;284;133,9;20,0
;;;00:04:48;19,96;100,4;1,0;243;133,9;20,0
;;;00:04:48;19,98;100,4;1,0;222;133,9;19,9
;;;00:04:49;20,01;100,4;1,0;284;133,9;19,9
;;;00:04:49;20,03;100,4;1,0;259;133,9;20,0
;;;00:04:49;20,06;100,4;1,0;229;133,9;20,0
;;;00:04:50;20,08;100,4;1,0;370;134,1;19,9
;;;00:04:50;20,10;100,4;1,0;272;135,0;19,8
;;;00:04:51;20,13;100,4;1,0;276;135,0;19,8
;;;00:04:51;20,15;100,4;1,0;275;135,0;19,9
;;;00:04:51;20,17;100,4;1,0;236;135,0;19,9
;;;00:04:52;20,20;100,4;1,0;292;135,0;19,9
;;;00:04:52;20,22;100,4;1,0;251;135,0;20,0
;;;00:04:53;20,25;100,4;1,0;250;135,0;20,0
;;;00:04:53;20,27;100,4;1,0;227;135,0;20,5
;;;00:04:53;20,29;100,4;1,0;284;135,0;21,0
;;;00:04:54;20,32;100,4;1,0;243;135,2;20,8
;;;00:04:54;20,34;100,4;1,0;243;136,1;19,9
;;;00:04:55;20,37;100,4;1,0;243;136,1;19,9
;;;00:04:55;20,39;100,4;1,0;341;136,1;19,9
;;;00:04:55;20,41;100,4;1,0;250;136,1;20,0
;;;00:04:56;20,43;100,4;1,0;260;136,1;20,0
;;;00:04:56;20,46;100,4;1,0;236;137,0;20,8
;;;00:04:57;20,48;100,4;1,0;292;137,2;21,0
;;;00:04:57;20,50;100,4;1,0;243;137,2;20,4
;;;00:04:57;20,53;100,4;1,0;302;137,2;19,9
;;;00:04:58;20,55;100,4;1,0;222;137,2;19,9
;;;00:04:58;20,58;100,4;1,0;259;137,2;19,9
;;;00:04:58;20,60;100,4;1,0;260;137,2;19,9
;;;00:04:59;20,63;100,4;1,0;284;137,2;19,9
;;;00:04:59;20,65;100,4;1,0;243;137,2;20,0
;;;00:05:00;20,67;100,4;1,0;284;137,2;20,0
;;;00:05:00;20,70;100,4;1,0;250;138,1;19,9
;;;00:05:00;20,72;100,4;1,0;227;138,2;19,9
;;;00:05:01;20,74;100,4;1,0;243;138,2;19,9
;;;00:05:01;20,77;100,4;1,0;235;138,2;20,0
;;;00:05:02;20,79;100,4;1,0;243;138,2;20,0
;;;00:05:02;20,82;100,4;1,0;284;139,3;20,0
