0;0
0.2;0
0.4;0
0.6;0
0.8;0
1;0
1.2;0
1.4;0
1.6;0
1.8;0
2;0
2.2;0
2.4;0
2.6;0
2.8;0
3;0
3.2;0
3.4;0
3.6;0
3.8;0
4;0.328401719
4.2;2.735157079
4.4;0.604338622
4.6;0.133996319
4.8;0.135764665
5;0.480629506
5.2;0.201271614
5.4;0.073988283
5.6;0.339279153
5.8;0.204917751
6;-0.053219999
6.2;0.134262118
6.4;0.739076833
6.6;0.205070976
6.8;0.604754519
7;2.132645435
7.2;0.615442766
7.4;0.537669975
7.6;-0.116577103
7.8;0.746409759
8;1.74026042
8.2;1.938352609
8.4;0.346879441
8.6;0.403504013
8.8;1.871268065
9;0.201984581
9.2;0.074704377
9.4;0.538048347
9.6;0.138442981
9.8;0.088963712
10;0.142051593
10.2;0.209286236
10.4;0.14566646
10.6;0.283631784
10.8;0.414526854
11;0.205902771
11.2;0.213010549
11.4;0.149390773
11.6;0.092838124
11.8;0.280323368
12;0.216703592
12.2;0.283936671
12.4;-0.037869324
12.6;0.284010157
12.8;0.21685369
13;0.15322766
13.2;0.149728494
13.4;0.093178972
13.6;0.153340234
13.8;0.093254021
14;0.287812646
14.2;0.089795507
14.4;0.355081686
14.6;0.220724975
14.8;0.287959617
15;0.348120879
15.2;0.160716938
15.4;0.355269309
15.6;0.093594869
15.8;-0.026615081
16;0.422582128
16.2;0.426156343
16.4;-0.02649938
16.6;0.426231392
16.8;0.104430088
17;0.493506686
17.2;0.29902311
17.4;0.228326826
17.6;0.292027906
17.8;0.108154401
18;0.10819818
18.2;0.228480052
18.4;0.635236975
18.6;1.696278501
18.8;0.836900252
19;0.695473286
19.2;0.776854691
19.4;0.165044771
19.6;0.638998813
19.8;0.303050747
20;0.108567171
20.2;0.511790532
20.4;0.172308902
20.6;0.112219562
20.8;0.773621324
21;0.115834429
21.2;0.303316546
21.4;0.176026961
21.6;0.115947003
21.8;0.115990781
22;0.51213138
22.2;0.706683751
22.4;0.650137356
22.6;-0.007649539
22.8;0.303616743
23;0.713910357
23.2;0.848342118
23.4;0.791789468
23.6;0.721096311
23.8;0.180023328
24;0.321528469
24.2;0.134118274
24.4;0.451868489
24.6;0.189600431
24.8;0.251523784
25;0.127783919
25.2;0.463808598
25.4;0.260487986
25.6;0.133793061
25.8;0.46392065
26;0.007134619
26.2;0.463998826
26.4;0.13689405
26.6;1.728441224
26.8;0.334437442
27;0.134056255
27.2;3.541109727
27.4;1.672594766
27.6;0.470159109
27.8;0.196102083
28;0.667697289
28.2;0.340589907
28.4;0.202111226
28.6;0.20509495
28.8;0.205136644
29;0.14622568
29.2;0.208159456
29.4;0.149251098
29.6;0.544218011
29.8;0.942134773
30;0.340933882
30.2;0.211294321
30.4;0.208383562
30.6;1.216379421
30.8;0.143622413
31;1.210560508
31.2;0.350002319
31.4;2.345321651
31.6;0.68606348
31.8;0.15560161
32;0.220480023
32.2;1.216684308
32.4;0.155711057
32.6;0.223536711
32.8;0.818921294
33;0.167617289
33.2;2.162939226
33.4;1.157963573
33.6;-0.026788632
33.8;1.765173606
34;1.44101086
34.2;2.835092819
34.4;0.220928233
34.6;0.162019874
34.8;0.162061568
35;0.58061163
