;;;Temps;Profondeur (m);Surconsommation (%);Pression béton (bar);Vitesse d'avancement (m/h);Couple de rotation (bar);Vitesse de rotation (rev/min)
;;;00:01:12;2,05;58,1;1,2;341;149,3;11,0
;;;00:01:13;2,07;58,1;1,2;321;217,4;14,6
;;;00:01:13;2,10;58,1;1,2;302;262,7;17,0
;;;00:01:13;2,12;58,1;1,2;311;262,7;17,0
;;;00:01:14;2,15;58,1;1,2;426;263,5;17,5
;;;00:01:14;2,17;58,1;1,2;350;266,0;19,0
;;;00:01:14;2,20;58,1;1,2;428;266,0;19,0
;;;00:01:15;2,22;58,1;1,2;380;266,0;19,0
;;;00:01:15;2,25;58,1;1,2;341;273,5;18,9
;;;00:01:15;2,28;58,1;1,2;438;273,5;18,9
;;;00:01:16;2,30;58,1;1,2;341;273,5;18,9
;;;00:01:16;2,32;58,1;1,2;422;278,6;18,3
;;;00:01:16;2,35;58,1;1,2;380;281,1;18,0
;;;00:01:16;2,38;58,1;1,2;447;281,1;18,0
;;;00:01:17;2,40;58,1;1,2;321;282,2;18,0
;;;00:01:17;2,43;58,1;1,2;438;286,5;18,0
;;;00:01:17;2,46;58,1;1,2;360;286,5;18,0
;;;00:01:18;2,49;58,1;1,2;457;286,5;18,0
;;;00:01:18;2,51;58,1;1,2;379;285,6;18,7
;;;00:01:18;2,54;58,1;1,2;437;285,4;18,9
;;;00:01:18;2,57;58,1;1,2;377;285,4;18,9
;;;00:01:19;2,60;58,1;1,2;441;288,6;18,4
;;;00:01:19;2,62;58,1;1,2;373;291,9;18,0
;;;00:01:19;2,66;58,1;1,2;418;291,9;18,0
;;;00:01:20;2,69;58,1;1,2;478;294,3;18,0
;;;00:01:20;2,71;58,1;1,2;197;301,6;17,9
;;;00:01:20;2,74;58,1;1,2;551;301,6;17,9
;;;00:01:21;2,77;58,1;1,2;338;302,7;17,8
;;;00:01:21;2,80;58,1;1,2;337;308,1;17,0
;;;00:01:21;2,83;58,1;1,2;350;308,1;17,0
;;;00:01:22;2,85;58,1;1,2;350;308,5;16,6
;;;00:01:22;2,88;58,1;1,2;401;310,2;15,0
;;;00:01:22;2,90;58,1;1,2;282;310,2;15,0
;;;00:01:23;2,92;58,1;1,2;321;310,2;15,0
;;;00:01:23;2,94;58,1;1,2;272;218,7;11,8
;;;00:01:23;2,97;58,1;1,2;272;195,8;11,0
;;;00:01:24;2,99;58,1;1,2;341;195,8;11,0
;;;00:01:24;3,01;58,1;1,2;272;196,6;11,0
;;;00:01:24;3,03;58,1;1,2;311;197,9;11,0
;;;00:01:24;3,05;58,1;1,2;272;197,9;11,0
;;;00:01:25;3,07;58,1;1,2;272;198,8;11,0
;;;00:01:25;3,09;58,1;1,2;341;200,1;11,0
;;;00:01:25;3,12;58,1;1,2;250;200,1;11,0
;;;00:01:26;3,14;58,1;1,2;259;200,6;11,0
;;;00:01:26;3,17;58,1;1,2;308;201,2;11,0
;;;00:01:27;3,19;58,1;1,2;337;201,2;11,0
;;;00:01:27;3,21;58,1;1,2;311;201,8;11,0
;;;00:01:27;3,24;58,1;1,2;241;202,2;11,0
;;;00:01:28;3,27;58,1;1,2;251;200,4;11,0
;;;00:01:28;3,30;58,1;1,2;271;196,8;11,0
;;;00:01:29;3,32;58,1;1,2;272;196,8;11,0
;;;00:01:29;3,34;58,1;1,2;230;196,8;11,0
;;;00:01:29;3,36;58,1;1,2;262;196,8;11,0
;;;00:01:30;3,39;58,1;1,2;243;196,8;11,0
;;;00:01:30;3,41;58,1;1,2;272;191,4;11,0
;;;00:01:30;3,43;58,1;1,2;257;191,4;11,0
;;;00:01:31;3,45;58,1;1,2;341;191,4;11,0
;;;00:01:31;3,48;58,1;1,2;243;186,0;11,0
;;;00:01:31;3,50;58,1;1,2;292;186,0;11,0
;;;00:01:32;3,52;58,1;1,2;341;186,0;11,0
;;;00:01:32;3,54;58,1;1,2;272;178,5;11,0
;;;00:01:32;3,57;58,1;1,2;316;178,5;11,0
;;;00:01:33;3,60;58,1;1,2;294;175,7;11,0
;;;00:01:33;3,62;58,1;1,2;285;172,0;11,0
;;;00:01:33;3,64;58,1;1,2;272;172,0;11,0
;;;00:01:34;3,66;58,1;1,2;258;169,3;11,0
;;;00:01:34;3,68;58,1;1,2;272;166,6;11,0
;;;00:01:34;3,71;58,1;1,2;341;166,6;11,0
;;;00:01:35;3,73;58,1;1,2;272;165,3;11,0
;;;00:01:35;3,75;58,1;1,2;250;160,1;11,0
;;;00:01:36;3,78;58,1;1,2;284;160,1;11,0
;;;00:01:36;3,80;58,1;1,2;251;155,6;10,9
;;;00:01:36;3,82;58,1;1,2;272;154,7;10,9
;;;00:01:37;3,84;58,1;1,2;311;154,7;10,9
;;;00:01:37;3,86;58,1;1,2;272;150,4;11,0
;;;00:01:37;3,89;58,1;1,2;272;149,3;11,0
;;;00:01:38;3,91;58,1;1,2;272;149,3;11,0
;;;00:01:38;3,93;58,1;1,2;339;143,9;11,5
;;;00:01:38;3,95;58,1;1,2;263;138,5;12,0
;;;00:01:39;3,98;58,1;1,2;316;138,5;12,0
;;;00:01:39;4,00;58,1;1,2;272;136,4;12,0
;;;00:01:39;4,02;58,1;1,2;284;136,4;12,0
;;;00:01:40;4,05;58,1;1,2;324;136,4;12,0
;;;00:01:40;4,08;58,1;1,2;195;129,9;12,0
;;;00:01:41;4,10;58,1;1,2;307;129,9;12,0
;;;00:01:41;4,12;58,1;1,2;272;129,4;11,6
;;;00:01:41;4,14;58,1;1,2;276;128,8;11,0
;;;00:01:42;4,17;58,1;1,2;276;128,8;11,0
;;;00:01:42;4,19;58,1;1,2;243;131,6;11,0
;;;00:01:42;4,22;58,1;1,2;276;132,0;11,0
;;;00:01:43;4,24;58,1;1,2;264;129,3;11,0
;;;00:01:43;4,26;58,1;1,2;341;125,6;11,0
;;;00:01:43;4,28;58,1;1,2;272;125,6;11,0
;;;00:01:44;4,30;58,1;1,2;310;124,5;11,1
;;;00:01:44;4,33;58,1;1,2;272;120,2;11,9
;;;00:01:44;4,35;58,1;1,2;272;120,2;11,9
;;;00:01:45;4,37;58,1;1,2;438;120,2;11,9
;;;00:01:45;4,39;58,1;1,2;264;116,9;12,0
;;;00:01:45;4,41;58,1;1,2;389;116,9;12,0
;;;00:01:46;4,44;58,1;1,2;248;116,9;12,0
;;;00:01:46;4,46;58,1;1,2;275;113,7;12,0
;;;00:01:46;4,48;58,1;1,2;284;113,7;12,0
;;;00:01:47;4,50;58,1;1,2;201;113,7;12,0
;;;00:01:47;4,52;58,1;1,2;341;110,4;12,0
;;;00:01:47;4,54;58,1;1,2;272;109,4;12,0
;;;00:01:48;4,56;58,1;1,2;272;109,4;12,0
;;;00:01:48;4,58;58,1;1,2;311;106,1;12,0
;;;00:01:48;4,61;58,1;1,2;284;104,0;12,0
;;;00:01:49;4,64;58,1;1,2;271;104,0;12,0
;;;00:01:49;4,66;58,1;1,2;341;99,6;12,0
;;;00:01:49;4,68;58,1;1,2;250;99,6;12,0
;;;00:01:50;4,71;58,1;1,2;276;98,9;12,0
;;;00:01:50;4,73;58,1;1,2;311;95,3;12,0
;;;00:01:50;4,75;58,1;1,2;272;95,3;12,0
;;;00:01:51;4,77;58,1;1,2;272;94,2;12,0
;;;00:01:51;4,79;58,1;1,2;341;89,9;12,0
;;;00:01:51;4,81;58,1;1,2;272;89,9;12,0
;;;00:01:52;4,84;58,1;1,2;350;89,9;12,0
;;;00:01:52;4,86;58,1;1,2;422;87,8;12,0
;;;00:01:52;4,89;58,1;1,2;273;86,7;12,0
;;;00:01:53;4,92;58,1;1,2;257;86,7;12,0
;;;00:01:53;4,94;58,1;1,2;305;86,7;11,9
;;;00:01:53;4,96;58,1;1,2;373;86,7;11,9
;;;00:01:54;4,99;58,1;1,2;219;86,7;11,9
;;;00:01:54;5,01;58,1;1,2;331;86,0;11,9
;;;00:01:54;5,03;58,1;1,2;321;85,6;11,9
;;;00:01:55;5,06;58,1;1,2;330;85,6;11,9
;;;00:01:55;5,08;58,1;1,2;377;84,8;11,9
;;;00:01:55;5,10;58,1;1,2;311;82,4;12,0
;;;00:01:55;5,12;58,1;1,2;341;82,4;12,0
;;;00:01:56;5,15;58,1;1,2;321;82,4;12,0
;;;00:01:56;5,17;58,1;1,2;292;79,1;12,0
;;;00:01:56;5,19;58,1;1,2;311;79,1;12,0
;;;00:01:57;5,22;58,1;1,2;353;79,1;12,0
;;;00:01:57;5,24;58,1;1,2;292;80,8;12,0
;;;00:01:57;5,26;58,1;1,2;331;81,3;12,0
;;;00:01:58;5,28;58,1;1,2;282;81,3;12,0
;;;00:01:58;5,31;58,1;1,2;401;82,9;12,0
;;;00:01:58;5,33;58,1;1,2;300;84,5;12,0
;;;00:01:59;5,35;58,1;1,2;329;84,5;12,0
;;;00:01:59;5,38;58,1;1,2;357;84,1;12,0
;;;00:01:59;5,40;58,1;1,2;714;83,4;12,0
;;;00:01:59;5,43;58,1;1,2;227;83,4;12,0
;;;00:02:00;5,45;58,1;1,2;328;83,4;12,0
;;;00:02:00;5,47;58,1;1,2;365;81,0;12,0
;;;00:02:00;5,50;58,1;1,2;282;80,2;12,0
;;;00:02:01;5,52;58,1;1,2;370;80,2;12,0
;;;00:02:01;5,55;58,1;1,2;292;79,3;12,0
;;;00:02:01;5,57;58,1;1,2;370;78,0;12,0
;;;00:02:01;5,60;58,1;1,2;389;78,0;12,0
;;;00:02:02;5,62;58,1;1,2;399;78,3;12,0
;;;00:02:02;5,65;58,1;1,2;331;79,1;12,0
;;;00:02:02;5,67;58,1;1,2;311;79,1;12,0
;;;00:02:03;5,70;58,1;1,2;365;79,1;12,0
;;;00:02:03;5,72;58,1;1,2;302;78,3;12,0
;;;00:02:03;5,74;58,1;1,2;422;78,0;12,0
;;;00:02:04;5,77;58,1;1,2;370;78,0;12,0
;;;00:02:04;5,79;58,1;1,2;487;78,0;12,0
;;;00:02:04;5,82;58,1;1,2;360;128,2;17,6
;;;00:02:04;5,84;58,1;1,2;454;140,7;18,9
;;;00:02:05;5,86;58,1;1,2;370;140,7;18,9
;;;00:02:05;5,89;58,1;1,2;448;141,5;19,4
;;;00:02:05;5,91;58,1;1,2;373;142,8;20,0
;;;00:02:05;5,94;58,1;1,2;448;142,8;20,0
;;;00:02:06;5,97;58,1;1,2;418;142,8;20,0
;;;00:02:06;6,00;58,1;1,2;576;148,5;20,0
;;;00:02:06;6,02;58,1;1,2;260;150,4;20,0
;;;00:02:06;6,04;58,1;1,2;1168;150,4;20,0
;;;00:02:07;6,07;58,1;1,2;405;150,4;20,0
;;;00:02:07;6,09;58,1;1,2;399;150,0;19,9
;;;00:02:07;6,12;58,1;1,2;389;149,3;19,9
;;;00:02:07;6,14;58,1;1,2;481;149,3;19,9
;;;00:02:08;6,17;58,1;1,2;397;149,3;19,9
;;;00:02:08;6,20;58,1;1,2;409;143,3;19,9
;;;00:02:08;6,22;58,1;1,2;487;141,8;19,9
;;;00:02:09;6,25;58,1;1,2;370;141,8;19,9
;;;00:02:09;6,27;58,1;1,2;454;141,8;19,9
;;;00:02:09;6,30;58,1;1,2;380;139,2;20,8
;;;00:02:09;6,32;58,1;1,2;454;138,5;21,0
;;;00:02:09;6,34;58,1;1,2;365;138,5;21,0
;;;00:02:10;6,37;58,1;1,2;401;138,5;21,0
;;;00:02:10;6,39;58,1;1,2;353;142,6;20,2
;;;00:02:10;6,41;58,1;1,2;487;143,9;20,0
;;;00:02:10;6,43;58,1;1,2;487;143,9;20,0
;;;00:02:11;6,45;58,1;1,2;405;143,9;20,0
;;;00:02:11;6,48;58,1;1,2;496;141,3;20,0
;;;00:02:11;6,50;58,1;1,2;373;137,4;20,0
;;;00:02:11;6,52;58,1;1,2;365;137,4;20,0
;;;00:02:12;6,55;58,1;1,2;401;137,4;20,0
;;;00:02:12;6,57;58,1;1,2;454;137,4;20,0
;;;00:02:12;6,61;58,1;1,2;483;131,0;20,0
;;;00:02:12;6,63;58,1;1,2;557;131,0;20,0
;;;00:02:13;6,66;58,1;1,2;551;131,0;20,0
;;;00:02:13;6,70;58,1;1,2;396;129,1;20,0
;;;00:02:13;6,74;58,1;1,2;432;127,7;20,0
;;;00:02:14;6,76;58,1;1,2;366;127,7;20,0
;;;00:02:14;6,79;58,1;1,2;330;126,4;20,0
;;;00:02:14;6,81;58,1;1,2;487;125,6;20,0
;;;00:02:14;6,84;58,1;1,2;305;125,6;20,0
;;;00:02:15;6,86;58,1;1,2;389;125,6;20,0
;;;00:02:15;6,89;58,1;1,2;487;125,6;20,0
;;;00:02:15;6,91;58,1;1,2;389;125,6;20,0
;;;00:02:16;6,94;58,1;1,2;462;125,6;20,0
;;;00:02:16;6,96;58,1;1,2;365;125,6;20,2
;;;00:02:16;6,99;58,1;1,2;398;125,6;21,0
;;;00:02:16;7,01;58,1;1,2;341;125,6;21,0
;;;00:02:17;7,04;58,1;1,2;474;125,6;21,0
;;;00:02:17;7,06;58,1;1,2;341;125,6;20,7
;;;00:02:17;7,08;58,1;1,2;481;125,6;19,9
;;;00:02:17;7,10;58,1;1,2;389;125,6;19,9
;;;00:02:18;7,13;58,1;1,2;448;125,6;19,9
;;;00:02:18;7,15;58,1;1,2;373;125,6;19,9
;;;00:02:18;7,17;58,1;1,2;487;164,4;23,3
;;;00:02:18;7,20;58,1;1,2;370;183,9;25,0
;;;00:02:18;7,22;58,1;1,2;454;183,9;25,0
;;;00:02:19;7,24;58,1;1,2;584;183,9;25,0
;;;00:02:19;7,26;58,1;1,2;487;183,9;25,0
;;;00:02:19;7,29;58,1;1,2;268;180,6;26,0
;;;00:02:19;7,31;58,1;1,2;292;180,6;26,0
;;;00:02:20;7,34;58,1;1,2;331;180,6;26,0
;;;00:02:20;7,36;58,1;1,2;454;180,6;26,0
;;;00:02:20;7,38;58,1;1,2;422;185,0;25,9
;;;00:02:20;7,41;58,1;1,2;357;185,0;25,9
;;;00:02:21;7,43;58,1;1,2;384;185,0;25,9
;;;00:02:21;7,45;58,1;1,2;195;185,0;25,9
;;;00:02:21;7,47;58,1;1,2;487;184,2;26,0
;;;00:02:21;7,50;58,1;1,2;360;183,9;26,0
;;;00:02:21;7,52;58,1;1,2;487;183,9;26,0
;;;00:02:22;7,55;58,1;1,2;350;183,9;26,0
;;;00:02:22;7,57;58,1;1,2;487;186,0;25,9
;;;00:02:22;7,59;58,1;1,2;360;186,0;25,9
;;;00:02:22;7,62;58,1;1,2;487;186,0;25,9
;;;00:02:23;7,64;58,1;1,2;438;186,0;25,9
;;;00:02:23;7,66;58,1;1,2;353;184,4;26,0
;;;00:02:23;7,68;58,1;1,2;487;183,9;26,0
;;;00:02:24;7,71;58,1;1,2;376;183,9;26,0
;;;00:02:24;7,73;58,1;1,2;486;183,9;26,0
;;;00:02:24;7,76;58,1;1,2;379;183,9;26,5
;;;00:02:24;7,78;58,1;1,2;487;183,9;26,9
;;;00:02:24;7,80;58,1;1,2;487;183,9;26,9
;;;00:02:25;7,83;58,1;1,2;389;183,9;26,9
;;;00:02:25;7,85;58,1;1,2;480;183,9;26,3
;;;00:02:25;7,88;58,1;1,2;331;183,9;26,0
;;;00:02:25;7,90;58,1;1,2;487;183,9;26,0
;;;00:02:26;7,94;58,1;1,2;418;183,9;26,0
;;;00:02:26;7,97;58,1;1,2;397;181,2;26,0
;;;00:02:26;8,00;58,1;1,2;457;180,6;26,0
;;;00:02:27;8,03;58,1;1,2;389;180,6;26,0
;;;00:02:27;8,07;58,1;1,2;429;182,8;26,9
;;;00:02:27;8,09;58,1;1,2;368;182,8;26,9
;;;00:02:28;8,11;58,1;1,2;389;182,8;26,9
;;;00:02:28;8,14;58,1;1,2;324;182,2;26,8
;;;00:02:28;8,17;58,1;1,2;408;179,6;26,0
;;;00:02:28;8,20;58,1;1,2;381;179,6;26,0
;;;00:02:29;8,23;58,1;1,2;318;179,6;26,0
;;;00:02:29;8,26;58,1;1,2;383;181,3;26,8
;;;00:02:29;8,29;58,1;1,2;399;181,7;27,0
;;;00:02:30;8,31;58,1;1,2;450;181,7;27,0
;;;00:02:30;8,34;58,1;1,2;365;180,1;26,5
;;;00:02:30;8,36;58,1;1,2;413;178,5;25,9
;;;00:02:30;8,38;58,1;1,2;365;178,5;25,9
;;;00:02:31;8,41;58,1;1,2;414;178,5;25,9
;;;00:02:31;8,44;58,1;1,2;380;179,8;25,9
;;;00:02:31;8,46;58,1;1,2;454;180,6;25,9
;;;00:02:32;8,49;58,1;1,2;380;180,6;25,9
;;;00:02:32;8,51;58,1;1,2;454;180,6;25,9
;;;00:02:32;8,54;58,1;1,2;418;178,0;25,9
;;;00:02:32;8,56;58,1;1,2;373;176,3;25,9
;;;00:02:33;8,58;58,1;1,2;370;176,3;25,9
;;;00:02:33;8,61;58,1;1,2;454;176,3;25,9
;;;00:02:33;8,63;58,1;1,2;370;174,6;25,9
;;;00:02:33;8,65;58,1;1,2;487;174,2;25,9
;;;00:02:34;8,68;58,1;1,2;448;174,2;25,9
;;;00:02:34;8,71;58,1;1,2;389;174,6;25,9
;;;00:02:34;8,74;58,1;1,2;380;176,3;25,8
;;;00:02:34;8,76;58,1;1,2;1168;176,3;25,8
;;;00:02:35;8,78;58,1;1,2;329;176,3;25,8
;;;00:02:35;8,81;58,1;1,2;414;173,6;26,4
;;;00:02:35;8,84;58,1;1,2;418;170,9;27,0
;;;00:02:35;8,86;58,1;1,2;373;170,9;27,0
;;;00:02:36;8,89;58,1;1,2;649;170,9;27,0
;;;00:02:36;8,92;58,1;1,2;368;171,7;26,3
;;;00:02:36;8,94;58,1;1,2;795;172,0;26,0
;;;00:02:37;8,96;58,1;1,2;291;172,0;26,0
;;;00:02:37;9,00;58,1;1,2;331;171,1;25,9
;;;00:02:37;9,02;58,1;1,2;487;168,8;25,8
;;;00:02:37;9,05;58,1;1,2;292;168,8;25,8
;;;00:02:38;9,08;58,1;1,2;318;168,8;25,8
;;;00:02:38;9,10;58,1;1,2;345;169,5;26,2
;;;00:02:38;9,12;58,1;1,2;341;170,9;27,0
;;;00:02:39;9,15;58,1;1,2;418;170,9;27,0
;;;00:02:39;9,18;58,1;1,2;357;170,9;27,0
;;;00:02:39;9,21;58,1;1,2;474;170,9;27,0
;;;00:02:39;9,23;58,1;1,2;360;170,9;27,0
;;;00:02:40;9,26;58,1;1,2;399;170,9;27,0
;;;00:02:40;9,28;58,1;1,2;373;171,6;26,3
;;;00:02:41;9,31;58,1;1,2;102;172,0;25,9
;;;00:02:42;9,40;58,1;1,2;517;172,0;26,0
;;;00:02:42;9,44;58,1;1,2;370;172,3;26,1
;;;00:02:42;9,48;58,1;1,2;428;173,1;26,5
;;;00:02:43;9,51;58,1;1,2;268;173,1;26,7
;;;00:02:43;9,53;58,1;1,2;409;173,1;27,0
;;;00:02:43;9,57;58,1;1,2;827;173,1;27,0
;;;00:02:44;9,61;58,1;1,2;411;173,1;27,0
;;;00:02:44;9,65;58,1;1,2;493;174,5;26,3
;;;00:02:44;9,67;58,1;1,2;670;175,2;26,0
;;;00:02:45;9,73;58,1;1,2;636;175,2;26,0
;;;00:02:45;9,76;58,1;1,2;924;175,2;26,0
;;;00:02:45;9,78;58,1;1,2;317;178,9;24,5
;;;00:02:45;9,82;58,1;1,2;535;179,6;24,3
;;;00:02:46;9,84;58,1;1,2;502;179,6;24,3
;;;00:02:46;9,90;58,1;1,2;519;180,6;24,7
;;;00:02:46;9,92;58,1;1,2;519;180,6;24,7
;;;00:02:47;9,94;58,1;1,2;487;180,6;24,7
;;;00:02:47;9,96;58,1;1,2;346;180,6;24,7
;;;00:02:47;10,00;58,1;1,2;430;181,5;25,0
;;;00:02:47;10,02;58,1;1,2;357;183,9;25,9
;;;00:02:48;10,06;58,1;1,2;316;183,9;25,9
;;;00:02:48;10,10;58,1;1,2;454;183,9;25,9
;;;00:02:48;10,13;58,1;1,2;573;184,3;25,7
;;;00:02:48;10,15;58,1;1,2;299;186,0;24,7
;;;00:02:49;10,17;58,1;1,2;422;186,0;24,7
;;;00:02:49;10,20;58,1;1,2;401;186,0;24,7
;;;00:02:49;10,24;58,1;1,2;389;186,6;25,4
;;;00:02:49;10,28;58,1;1,2;665;187,1;26,0
;;;00:02:50;10,30;58,1;1,2;302;187,1;26,0
;;;00:02:50;10,34;58,1;1,2;665;187,1;26,0
;;;00:02:50;10,37;58,1;1,2;336;187,8;26,0
;;;00:02:50;10,39;58,1;1,2;362;188,2;26,0
;;;00:02:51;10,42;58,1;1,2;443;188,2;26,0
;;;00:02:51;10,44;58,1;1,2;422;188,2;26,0
;;;00:02:51;10,50;58,1;1,2;325;189,8;25,9
;;;00:02:51;10,52;58,1;1,2;519;191,4;25,9
;;;00:02:52;10,54;58,1;1,2;503;191,4;25,9
;;;00:02:52;10,57;58,1;1,2;422;191,4;25,9
;;;00:02:52;10,59;58,1;1,2;551;192,2;25,9
;;;00:02:52;10,62;58,1;1,2;450;193,6;26,0
;;;00:02:53;10,64;58,1;1,2;503;193,6;26,0
;;;00:02:53;10,66;58,1;1,2;551;193,6;26,0
;;;00:02:53;10,68;58,1;1,2;438;193,6;26,0
;;;00:02:53;10,71;58,1;1,2;584;194,0;26,0
;;;00:02:53;10,73;58,1;1,2;437;194,7;26,0
;;;00:02:54;10,76;58,1;1,2;503;194,7;26,0
;;;00:02:54;10,78;58,1;1,2;551;194,7;26,0
;;;00:02:54;10,80;58,1;1,2;421;194,7;26,0
;;;00:02:54;10,83;58,1;1,2;551;196,1;25,9
;;;00:02:54;10,86;58,1;1,2;511;196,8;25,9
;;;00:02:55;10,90;58,1;1,2;730;196,8;25,9
;;;00:02:55;10,93;58,1;1,2;487;196,8;25,9
